QuestID	QuestName	Objective	Description	DunningDialogue	UnfinishedDialogue	FinishedDialogue	Difficulty	StartGossipType	StartGossip1	StartGossip2	StartGossip3	StartGossip4	EndGossipType	EndGossip1	EndGossip2	EndGossip3	EndGossip4	QuestValueStr1	QuestValueStr2	QuestValueStr3	QuestValueStr4	QuestValueStr5	QuestValueStr6	QuestValueStr7	QuestValueStr8	IsUseScriptedItem	QuestFinishedObjective	QuestFailedObjective
3471	毒王之女	<G>潇湘岛兽居的功夫螳螂让你去桃丘与东流岛连接的桥头找肖天歌。	<G>你知道，正是这里异常凶猛的野兽引起了我们兽王殿的关注，而这也是<F173 肖天歌>大小姐来此的原因。她是恶人谷肖毒王的女儿。\n<H28><G>肖家的人，听说从前受了仇家的暗算，体质生来便是极弱，不过整个江湖也没人敢瞧不起肖家，肖毒王若非入了我们恶人谷，如今在医药上的声望只怕也不逊万花谷医圣几分。\n<H28><G>我们从潇湘岛带去谷中的野兽引起了肖家的注意，因而肖天歌来到了这里，肖大小姐和毒王前辈性子不同，从不迁怒于人，对我们这些手下极是不错的。\n<H28><G>大小姐如今正在查探这里野兽变强壮的因由，你去找她，看看可能帮上两手，肖毒王虽然以毒人闻名江湖，不过医病的本事也是天下少有的几人之一，得了她女儿的赏识，以后江湖落难，也有个救命之地。\n<H28><G>你去<F173 东流岛与桃丘之间的桥边>找找，她应该还在那一带吧。	<G>肖毒王最近与莫雨少爷似是有些不对头，你可千万莫要牵扯进去，这两人的事，恶人谷中谁也无法插手。	<G>无效未完成对话（交任务处）	<G><F174 肖天歌柔弱单薄，面色苍白，似乎一阵风便能吹走。>\n<H28><G>咳咳！是螳螂请你过来找我么？我这里也没其他要人相帮的，只是采些花草之类的零散琐碎之事，我身子不好，做起来不免太慢。		0					0													0		
3472	救赎之路·阿萨辛之影	<G>血衣祭坛旁边的汉谟拉让你杀死前来阻拦的牡丹。	<G>恐怕我们的行动已经惊动<F172 牡丹>，这个教主大人的男宠，比女人还女人的男人！\n<H28><G>阿萨辛对他宠爱有加，予取予求。而且此人极其阴狠歹毒，教中的姐妹个个都像害怕虎狼一样害怕他。阿萨辛派他前来守护自己的秘密，可见是多么信任他。\n<H28><G>他可是个不容易对付的家伙。论武功，他得了阿萨辛的真传，要打败他，我们是无能为力，只能寄希望于你了！	<G>阿胡拉赐福于你！	<G>阿胡拉赐福于你！	<G>终于！终于能离开这个鬼地方了！我要告诉姐妹们，我们要返回波斯，重新找回自己的信仰！让那些在黑暗中的姐妹再次得到昔日的温暖。\n<H28><G>亚斯纳，光明之父阿胡拉马兹达以及六位永生不灭的神明。谢谢你！		0					0					杀死牡丹								0	回复汉谟拉。	
3473	异花	<G>东流岛桥头的肖天歌让你到潇湘岛和东流岛采来潇湘岛异花，东流岛异花。	<G>我还在百草园里探究那些爹爹刚刚培植出的新鲜草药习性，功课尚未做完，便被爹爹遣到巴陵这里来了。\n<H28><G>这里的野兽变得如此强健，爹爹对我说了他的判断，或许与此地的花草有关，我来这里之后，果然见到<F173 潇湘岛和东流岛一带>都有异样的花儿开放。\n<H28><G>帮我采来<F171 潇湘岛异花>和<F171 东流岛异花>各五朵吧。	<G>爹爹和莫雨不知道有什么仇怨，我问过爹爹几次，都未曾对我讲明。	<G>爹爹和莫雨不知道有什么仇怨，我问过爹爹几次，都未曾对我讲明。	<G>多谢<C>，日后若来恶人谷中，可来毒王禁地找我。\n<H28><G><F174 肖天歌皱起眉头。>\n<H28><G>早听说桃仙居的六仙是江湖异类，今日一见，果然胡闹得紧。与我爹爹同一辈份的人，还来找我嬉闹，若非他们武学高超，这等作为，只怕早已死了几百次了。		0					0													0	把花带给肖天歌。	
3474	救赎之路·踏上归途	<G>血衣祭坛旁边的汉谟拉让你去找城外的摩耶娜。	<G>贤者们的梦境都是真实的，而我们所认为真实的教义却是虚妄！天神早已在最初界定了每一个人、每一种事物的命运。而邪魔则让我们偏离正道，走向深渊！\n<H28><G>所幸神明在我们心中早已埋下智慧的种子。让我们误入歧途时仍然可以时时反省。阿萨辛的疯狂与我们的愚钝让中土兴起一番腥风血雨，现在，是我们返回故园，寻回信仰的时候了……\n<H28><G>去告诉<F173 摩耶娜>，准备启程。	<G>去告诉摩耶娜，我们准备启程。	<G>事情进展如何了。	<G>如此甚好。姐妹们能够免于神的怒火和你们中土人的怒火，这实在是莫大的幸事。		0					0													0		
3475	猎杀桃丘狐	<G>桃丘到东流岛的木桥南头路边的周正虎让你猎杀桃丘狐。	<G><F174 我>大哥最为厌烦的就是不符合世间规则而生出的奇特野兽了，他们的特异让寻常野兽显得黯然无光，是不该生存于世的！我周正虎，奉大哥之命猎杀天下奇特野兽，积累了深厚的经验，我想已经很难找到在这方面超过我的人了。\n<H28><G>若是你能帮我除去<F173 周遭>那些<F172 桃丘狐>，我会给你些报酬。	<G>桃丘狐就在桃丘的桃林之中。	<G>桃丘狐就在桃丘的桃林之中。	<G>周正虎谢过<C>，最近几日听大哥说他在这里发现了一种奇特野生虎，不过我还未曾见过。		0					0													0	回复周正虎。	
3476	狩猎桃花蛙	<G>桃丘到东流岛的木桥南头路边的周正虎让你去桃丘桃花池中猎杀桃花蛙。	<G>在这巴陵一带，我很快就要完成千兽斩，是到了该离开的时候了，不过在此之前，还有一种水蛙未曾成为我的收藏品。\n<H28><G><N>，去<F173 一旁>的<F173 桃丘桃花池>，帮我猎杀那里硕大的<F172 桃花蛙>八只，这是我留在这里的最后任务了。	<G>见到了什么珍惜的野兽，一定要来告诉我。	<G>见到了什么珍惜的野兽，一定要来告诉我。	<G>大哥说过，奇特的野兽不该从旷野中生出，由他之手装扮而成的才是最珍稀的。		0					0													0	回复周正虎。	
3477	病入膏肓	<G>东流岛桥头的桃根仙让你前往西南边的桃仙居，查探张雪山的病情。	<G>你在东张西望打量什么？未曾见过我这般英俊的侠士么？\n<H28><G>你看这唤作肖天歌的女子怎样，当我方才来到这桥头，第一眼看到的就是她，这就是我已然等了四十年的命中注定之人，凭借我桃根仙的智慧武功，和这肖家女子的美貌，来日生出的娃儿定然是百年一见的武林奇葩！\n<H28><G>你这般眼神，可是怀疑我么？我便对你说一桩隐秘，桃丘六仙乃是世上最为聪明之人，而我桃根仙乃是我六兄弟中最聪明的那一个。\n<H28><G>便说前些日有个昆仑山来的人中了情花之毒，若非被我救了下来，早就死了，不过今日我正要运功再度为此人疗伤时，几个兄弟嫉妒却怕治好了让他们没脸见人，硬将我赶了出来。我那几个兄弟手段虽好，但比起我来还是太差，只怕会把那人治死了。\n<H28><G><F174 桃根仙突然大叫起来。>\n<H28><G>哎呀，大事不妙！若是那张雪山被他们治死了，旁人听说，岂非会嘲笑我桃根仙医治过的人也会不治而死，坏了我的名声？不过我还要盯好这美貌的肖家女子，却是不能稍离。<C>，代我去<F173 西南面的桃仙居>看看那<F173 张雪山>，可莫要被他们治死了！	<G>张雪山啊张雪山，你一死百了，要死也莫要死在桃仙居中，平白污了老子的名声。	<G>无效未完成对话（交任务处）	<G><F174 张雪山脸色发青，看来只剩一口气了。>\n<H28><G>这几个老怪竟然还敢吹嘘自己医术高明！他们的医术，随便挑一个昆仑门下出来便可超过！\n<H28><G>若非有他们！我早已平安无事！在下赶往浩气盟，途经此地，中了些小花之毒，本没什么大碍。如今被那六个老怪捉弄，弄得经脉错乱，看来命不久矣！\n<H28><G>他们这几日每日轮流用内力硬冲各大经脉，又强喂我吃些从未见过的药草，我如今冲脉已被强横内力冲断！多年苦练内功毁于一旦。这可坏了我们昆仑山的大事！\n<H28><G><F174 张雪山双目圆睁，看来心情激荡，气得不知说些什么好了。>		0					0													0		
3478	听故事的桃花仙	<G>东流岛桥头的桃根仙让你前往桃丘东南面的矜语轩找桃花仙。	<G>我们桃丘六仙，同时出生，不分大小，一般友爱。\n<H28><G>不过在五个兄弟中，算起来还是桃花仙和我桃根仙最为说得来，每次捉弄其他四人，我们二人都在一起行动的。\n<H28><G>不过我这个最要好的兄弟却有个坏毛病，从前在母亲面前时，他就每日缠着娘讲书，害得我们五个都没人疼，没想到一晃六十年，这毛病变本加厉，还未曾改掉。\n<H28><G>近日他迷上了听矜语轩那个婆婆讲故事，那婆婆满脸橘皮，比我桃花仙还丑怪，竟说她是什么南洋国的公主，是嫁到大唐来当娘娘的！哈哈，这也便罢了，竟然还有桃花仙听的津津有味，这便让我时常怀疑桃花仙是不是睿智如我桃根仙的同胞兄弟了！\n<H28><G>今日一早，<F173 桃花仙>又跑去<F173 南面的矜语轩>听那婆婆说故事了，你去叫他回去，那张雪山就要死了，若再迟，今天整治……哦，医治张雪山的好玩之事可就轮不到他了。	<G>死人就不好玩了。	<G>无效未完成对话（交任务处）	<G><F174 桃花仙似乎正听得极为痴迷，听你转述桃根仙的话后也没有在意。>\n<H28><G>张雪山的经脉已经被枝仙冲断了，他太莽撞了，还没有等我出手，如今像我这样的俊杰也无能为力了，今日香婆婆的故事格外精彩，我桃花仙不回去了……\n<H28><G>香婆婆今日教我帮她前去那左丘园送信，不过我可不想去，我还要听完那段南洋的故事，不如你去送信吧。		0					0													0		
3479	拔牙	<G>应巴陵镇口附近的金何在所求为他拔牙，借此惩治这个奸商一番。	<G>哎？大侠，你我似曾相识啊……您忘记了？嘿嘿，果然贵人多忘事啊……我那兄弟说什么您可不能全信，当年老爹本来要把这镇子留给他最疼的我的，可被弟弟找几个本家亲戚一说，就转到他的名下了，您说这样的弟弟，唉，能干出什么好事来？……哎哟！\n<H28><G><F174 他牙掉了几颗，说话含糊不清，似是扯动一下便会疼痛万分。>\n<H28><G>我这牙，嗨！别提了，前段时日我在洛道做些小本生意，洛道那些蛮人不明事理，硬说我这等良善之人是恶商，几个莽汉竟然一路追我年余，这才逃回老家来……那些毒人牙齿、死人的衣物，长埋地下一无所用，本来就是浪费，我又让那些好料子重见天日，也理所应当啊！\n<H28><G>我的牙被洛道那些人打掉了几颗……然后，我看那毒人之牙甚为光洁，便洗干净了，给自己安上了……\n<H28><G><F174 他张开口将那毒人之牙示你，只见牙周血肉腐烂，臭不可闻。>\n<H28><G>只是这最近不知为何，那毒人牙周围开始腐烂，又疼痛难忍，还请少侠能想想办法，<F171 帮我把牙除去，解除这烦恼之事>……	<G>哎哟！牙……疼啊……	<G>哎哟！牙……疼啊……	<G>哎哟！下手真重啊！不愧是大侠客啊，寻常人可是远远不及！\n<H28><G><F174 金何在疼得直咧嘴。>\n<H28><G>不过，还是要多谢，多谢大侠！多谢大侠帮忙！		0					0					拔牙								0	回复金何在。	
3480	圣女邀月	<G>血衣祭坛旁边的汉谟拉让你去找血衣监狱的邀月谈一谈。	<G>大乱初定，牡丹也已经伏诛。烦劳你去监狱那边找到邀月姑娘，看她是否愿意随我们一起回到波斯。	<G>愿光明之父与你同在。	<G>愿光明之父与你同在。	<G>教主对我有养育之恩，我不能背叛他。愿汉谟拉和摩耶娜他们一路顺风，顺利回到波斯。邀月会为她们祈福。		0					0													0		
3481	油菜花	<G>找到镇子油菜田边的小碧，帮巴陵镇的金何在取来新鲜的油菜花。	<G>我这一路行来，四处躲藏，衣衫破败。又遭逢天气寒冷，是以身上伤口久不见愈，无可奈何之下，我只得将洛道所得的熊皮大衣裹在身上才熬过来。\n<H28><G>大侠，您莫要看这熊皮大衣是陪葬之物，质料却是相当上乘，待我细细盥洗之后，正如新物一般呐！\n<H28><G>只是……只是不知为何，待到初春之时，我这身上，痛痒难忍，汤药无医。来到这巴陵，听说<F171 油菜花>能治风游丹肿，便想试试，可我又不想去求那金九陵。这油菜田边，有个名唤<F173 小碧>的孩童正在采摘他家的油菜花，只是这顽童对我有些误解，以为我金何在是个恶人，还请大侠能出面，帮小人讨来一些医病……	<G>我穿过的那件熊皮大衣，若是洗净了，兴许还可以卖个好价钱！	<G>我穿过的那件熊皮大衣，若是洗净了，兴许还可以卖个好价钱！	<G>哎哟！怎地这油菜花恁地蛰人！哎呀！哎呀呀！疼煞我也！！		0					0													0	回复金何在。	
3482	无效任务名称	<G>无效任务目标	<G>无效任务描述	<G>无效未完成对话（接任务处）	<G>无效未完成对话（交任务处）	<G>无效完成对话		0					0													0		
3483	令牌迷踪	<G>龙门客栈的快刀鞑子让你找到血衣魔鬼城入口处的黄字贰玖。	<G>听说李公子在找圣火令，老板娘让俺代为相助。嘿！俺还从没见老板娘对男人动过心，真不知这姓李的小子有啥好的。\n<H28><G>多的俺不说了，前些时日见着隐元会的探子也在打听圣火令的消息。听说有些眉目了，具体的你去<F173 血衣魔鬼城外>找找那个谁……对！<F173 黄字贰玖>！就是他！	<G>快去找那个黄字贰玖啦！	<G><F174 这个人神神秘秘。>	<G>是客栈那个伙计让你来的？		0					0													0		
3484	传说中的玉衡星	<G>龙门客栈的秋叶青让你询问客栈的快刀鞑子关于司空仲平的下落。	<G>听说浩气盟的司空仲平前辈也到此处追寻吕家两个小孩的下落。吕太师向来为武林中人所敬重，想必这司空前辈也与吕家有些交情。\n<H28><G>但我在此地逗留多日却未曾得见其人，听闻这客栈中有位厨子人称<F173 快刀鞑子>，和金老板一样神通广大，你去帮我问问他司空先生的踪迹吧。	<G>辛苦你了。	<G>你是何人？	<G>原来是秋姑娘让你来找我，这事我定会帮她。		0					0													0		
3485	好汉牌	<G>白首山浩气盟营地内的符木子让你取得白首山东面营寨内的好汉牌，并斩杀半天云。	<G>我就说杨守良太过分了！\n<H28><G>做事太冲动还不多想想当下的境况。老是想着要一举拿下那些山贼，那山贼人数众多，可是我们几个人能拿下的吗？现下人手不足，支援又不知何时能到，万一那山贼得到消息攻下山来，那被一举拿下的便是我们了！\n<H28><G><N>，你可知那<F173 聚仙寨>山贼的头衔还要分什么高低，又弄了几个牌牌表示身份。方才杨守良让你去弄的落草牌，是最低级山贼佩戴的，听说<F173 白首山东面营寨>内有一些用来奖励对抗浩气盟的<F171 好汉牌>，若是夺来，定能打击那些山贼的士气！\n<H28><G>只是要当心，那营寨由林云仙的弟子<F172 半天云>负责管辖，这人最多馊主意，若是见了，一并除去吧。	<G>支援要何时才能到啊……	<G>支援要何时才能到啊……	<G>弄来了？好身手啊！\n<H28><G><F174 他背过身，又低声念叨：怎么不多杀几个山贼，这样我不就安全点了么……>	2人精英	0					0													0	把好汉牌拿给符木子。	
3486	桃树下、桃树枝	<G>桃仙居中的桃枝仙让你前往东北面的桃丘，在桃树下找来桃树枝。	<G><F174 桃枝仙双目圆睁，似乎正在颇费脑力的苦思。>\n<H28><G>都怪根仙，他当日在冲脉留了三成内力未曾消去，否则张雪山内功深厚，也不会这般不结实，禁不住在我精确算计之下的十二成内力一击，就这么断掉了……\n<H28><G>断掉了……可怎么办……我苦思半日，叶仙和实仙之前采用的桃叶和桃实做主药给张雪山吃，吃了三日也未见好转，看来还是要另取药引，叶者面也，实者心也，如今张雪山脸面和心肺好端端毫无毛病，只有这冲脉断了，看来须得各条经脉同气连枝，方能有所转变，看来还是要我桃枝仙亲自出手选药引才行啊！\n<H28><G><N>，你去<F173 桃丘的桃树下>，找来八根<F171 桃树枝>给我，待我以独家手法调配成药，这次张雪山服下了，定然能经脉连枝，平安而愈！	<G>娘当年给我取的名，果然是要高出他们五个一筹的。	<G>娘当年给我取的名，果然是要高出他们五个一筹的。	<G><F174 桃根仙睁大眼盯着桃树枝，吞了两口口水。>\n<H28><G>这般粗硬么……不知味道如何……		0					0													0	把桃树枝交给桃枝仙。	
3487	困兽之斗	<G>血衣魔鬼城入口处的司空仲平让你去附近消灭阿里曼巡兵。	<G>哼，这些旁门左道的邪教，在中原早已臭名昭著，成了过街老鼠，想不到在这里还躲着许多。听说无缺就被关在他们这座迷城之中。\n<H28><G>除恶务尽，先将<F173 入口附近>这些<F172 阿里曼巡兵>除去，再商讨下一步行动吧。日除一恶，等于日行十善。这大好天下，就是被这等蛆虫败坏！	<G>对于恶人，千万不要手下留情。	<G>对于恶人，千万不要手下留情。	<G>很好，看来，刀头舔血的日子你是过惯了。		0					0													0	回复司空仲平。	
3488	前路不明	<G>龙门客栈的李复让你去询问老板娘金香玉出关的办法。	<G>唉，我与青儿到此之前，这玉门关原本是天策的一位将军王忠嗣守关，然而一个月前，由于石堡城之败，王将军被召回了长安。出关之路突然间变得十分不明朗起来。那龙门客栈老板娘<F173 金香玉>在这龙门荒漠一带神通广大，或许知道些办法，但我与那金香玉实在……不若你去帮我问问她如何才能出得这玉门关吧？	<G>明月出天山，苍茫云海间。长风几万里，吹度玉门关。这玉门关自古就是边疆要塞，如今想要出去真个是千难万难啊。	<G>哼，他自己不来求我倒叫了个不相干的人来，他李复就真的这么讨厌我吗？	<G>哼，他自己不来求我倒叫了个不相干的人来，他李复就真的这么讨厌我吗？		0					0													0		
3489	初探玉门关	<G>金香玉让你去问问玉门关外围的守兵王垣，打探出关的情况。	<G>要说这王忠嗣将军调离<F173 玉门关>的事情我倒也知道一些，不过我一介草民又能知道多少？不如这样吧，我介绍一位兄弟给你认识，他叫<F173 王垣>，就是玉门关的守兵，你去问问他，也许更清楚些。李复的事情我实在是懒得多管。	<G>那李复实在是惹人讨厌，我又何必去帮他打探出关的事情，哼。	<G>哦？是金老板介绍你来的？我等了你很久了！	<G>哦？是金老板介绍你来的？我等了你很久了！		0					0													0		
3490	不明来客	<G>桃丘东部桃仙居中的桃干仙让你杀掉桃仙居外竹林中的不受欢迎的刺客。	<G><F174 桃干仙望向竹林，看起来有些兴奋。>\n<H28><G>好多年没碰到这般不开眼的鼠辈了，连我们桃丘六仙看上的人也敢来动。\n<H28><G>看到桃仙居外的那片竹林了么，那里看似静寂无人，实则隐藏了数个三脚猫把式的小杀手，来我桃仙居前，竟敢这般藏头露尾，该杀！\n<H28><G><C>，你到<F173 桥对面那竹林之内>，仔细寻找，定可找到那些<F172 不受欢迎的刺客>。既然找上桃仙居，就莫要想回去了，帮我宰了他们吧！	<G>既然来此，便留下性命吧！	<G>既然来此，便留下性命吧！	<G><F174 桃干仙纵声长啸。>\n<H28><G>哈哈，他们想必刚刚出道，未曾听过咱们桃仙居的名头吧。		0					0													0	回报桃干仙。	
3491	武艺的试炼	<G>玉门关的守军王垣想试试你的武艺，分别挑战锦虎营白耳刀兵、锦虎营陷阵枪兵、锦虎营玄铁甲兵。	<G>看你年纪轻轻，能靠得住吗？虽然我与金老板交情甚好，但看你是个生面孔，实在让俺担心啊……什么？你以为只是来打探消息的？金老板是怎么给你说的啊？唉，算了算了，我看你也是学过武艺的人，不如你给我露两手看看吧，嘿嘿，原来我们王将军在的时候那武艺可真是令人敬服，与神策<F172 锦虎营白耳刀兵>、<F172 锦虎营陷阵枪兵>和<F172 锦虎营玄铁甲兵>比武时，连胜三十六场不在话下，不如你去试试看，能不能及上我们将军的一半。\n<H28><G>孔雀营就在玉门关外，锦虎营则在关口内。	<G>我们王将军那可是真厉害，一身好武艺，挑战个把神策军官不在话下，怎么样？你去试试看，不然我怎么信得过你的实力？	<G>我们王将军那可是真厉害，一身好武艺，挑战个把神策军官不在话下，怎么样？你去试试看，不然我怎么信得过你的实力？	<G>哟！当真厉害！姜还是老的辣，以金老板的眼光果然不会看错人。唉？！你别跑啊，我又不会吃了你，又不是托你去干什么杀人越货的勾当。不过当真是有事相求就对了。		0					0													0	回复王垣。	
3492	无效任务名称	<G>无效任务目标	<G>无效任务描述	<G>无效未完成对话（接任务处）	<G>无效未完成对话（交任务处）	<G>无效完成对话		0					0													0		
3493	杀手的密信	<G>把杀手的密信交给桃仙居中的桃干仙。	<G><F174 这是一封密信，看来上面记载了张雪山和姬别情的简要情况。>\n<H28><G>一号目标：张雪山\n<G>身份：昆仑山掌门林欲静的大弟子，长生洞守洞人\n<G>性情：坚韧、好学\n<G>内功：昆仑内功\n<G>武学：通晓多种昆仑绝学，常用武技为散雪三式\n<G>地点：巴陵桃仙居内\n<H28><G>二号目标：姬别情\n<G>身份：凌雪阁刺客组织金牌杀手\n<G>性情：重义，谨慎\n<G>内功：不明\n<G>武学：驳杂，擅长多派招式\n<G>地点：三日前有人在桃丘桃音亭见到姬别情行踪\n<H28><G><F174 最好拿给><F173 桃仙居的桃干仙><F174 瞧瞧。>	<G><F174 桃干仙看来神情呆滞。>\n<H28><G>首仙大哥怎么又不见了？	<G><F174 桃干仙看来神情呆滞。>\n<H28><G>首仙大哥怎么又不见了？	<G><F174 桃干仙扫了扫密信，笑道：>\n<H28><G>这等简略的记录，让桃花仙这蠢蛋去查也比他们强些……这如何能杀得了姬别情这样的高手？只不知他为何也来了巴陵……\n<H28><G>张雪山这人武技寻常，竟然是什么昆仑山的掌门大弟子么？怪不得被恶人谷打得如此狼狈。		0					0													0		
3494	不平牌	<G>白首山浩气盟营地内的紫竹翁让你杀死白首山东北角聚仙寨主寨内的精锐恶匪，用不平牌领取浩气盟之奖励。	<G>大侠，听说这<F173 白首山东北角聚仙寨主寨内>的<F172 精锐恶匪>身上挂的可是<F171 不平牌>，若然如此，若是能弄来一些不平牌，那有朝一日……若有朝一日，援兵赶来，我等少数浩气盟弟子悬挂不平牌入得那山寨，以内外夹击、里应外合之势头攻其不备，岂不妙哉？	<G>援军迟迟未到，我等要淡定才好。	<G>援军迟迟未到，我等要淡定才好。	<G>果然拿来了么？大侠好身手，我浩气盟不会怠慢惩恶扬善之人的。小小表示，还请收下。		0					0													0	把不平牌拿给紫竹翁。	
3495	无情的审判	<G>血衣魔鬼城入口附近的司空仲平让你审问一旁的红衣教俘虏。	<G><F174 司空指了指不远处的迷城。>\n<H28><G>那里机关重重，守卫森严，进去并不容易，不过所幸若男抓住了一个<F173 俘虏>。可她的嘴巴实在太硬。\n<H28><G>在这些乌合之众里能有如此骨气实属难得，只可惜，她是敌人。\n<H28><G><F171 试试你的身手>，看看能否从她身上得到什么有用的消息。	<G>可曾问出什么？	<G>可曾问出什么？	<G>邀月？我好像听说过这个名字，应该是红衣教的女魔头吧。无缺落在她手里着实不妥。		0					0					使红衣俘虏招供								1	回复司空仲平。	
3496	试探虚实	<G>玉门关外的王垣让你去查探一下玉门关内统帅董延光的实力。	<G>这事情可别对外人说啊，话说两个月前，皇上派神策<F172 锦虎营校尉董延光>攻打石堡城，让王忠嗣将军配合。要知道，“石堡险固，吐蕃举国而守之”。王将军不得已才出军，而董延光用了一个月未能攻克石堡城，便将责任推到王将军身上。皇上闻讯将王将军召回朝中，进行审问。这董延光便代替王将军成了玉门关的统帅，这厮一上任就任人唯亲，而我们这些王将军的旧部则被调离到玉门关外围。想要出得这玉门关也得配合我们的计划……除掉董延光！\n<H28><G>据说那厮身边的守卫十分厉害，尤其是锦虎营副校尉<F172 钟元周>和<F172 冯丹>，不若你先去<F171 探探>他们的实力。\n<H28><G>他们常年驻守在<F173 玉门关内东北城墙之上>。	<G>据说那钟元周和冯丹十分厉害，你可千万要小心啊。	<G>据说那钟元周和冯丹十分厉害，你可千万要小心啊。	<G>他们的防卫竟然如此森严，真是棘手，看来想要干掉董延光并非易事。		0					0					试探董延光的虚实								0	回复王垣。	
3497	计划	<G>玉门关外的王垣让你去龙门客栈，询问金香玉悲酥清风之事。	<G>如此一来，只能以弱克强，避其锋芒。我听说江湖上有一种毒药，名叫悲酥清风，其无色无味，溶于水中使人服下能使人内力渐渐散去并不被察觉。这大漠之上就属<F173 龙门客栈>的老板娘<F173 金香玉>神通广大，你去问问看她知不知道这“悲酥清风”。	<G>龙门客栈的金老板想来神通广大，她既然答应帮我们找人扳倒董延光，想必这次也会慷慨相助吧。	<G>看在王将军的面子上，老娘我只答应帮他们一次。	<G>悲酥清风？看在王将军的面子上，老娘我只答应帮他们一次。这官府的事情，我实在不想插手。		0					0													0		
3498	无效任务名称	<G>无效任务目标	<G>无效任务描述	<G>无效未完成对话（接任务处）	<G>无效未完成对话（交任务处）	<G>无效完成对话		0					0													0		
3499	无效任务名称	<G>无效任务目标	<G>无效任务描述	<G>无效未完成对话（接任务处）	<G>无效未完成对话（交任务处）	<G>无效完成对话		0					0													0		
3500	孰者为尊	<G>桃仙居的桃叶仙让你帮忙从竹林采来碧笋，再将桃丘猴之肉烤炙成鲜嫩猴肉给他。	<G><F174 桃干仙抓挠着满头乱发。>\n<H28><G>今日轮到我给首仙大哥准备享乐之物了，但我方才只顾给张雪山续脉全然忘了此事，这可不妙。\n<H28><G>嗯，你知道首仙大哥是谁么？他的英武远非你能揣摩，睿智更是超过常人多多，便连我们六兄弟也不是敌手。\n<H28><G>当年我们六人为了争桃丘首仙之位比武论剑，猜谜吟诗，比拼了数月，还是不分胜负，最终再用数月，煞费苦功，才找出了个世上最完美的首仙，身为我们六兄弟的老大，自然要享受我们六人为之准备的各种享乐之物。\n<H28><G><N>，帮我去<F173 竹林>中采来六株<F171 碧笋>，再去<F173 东北面的桃丘>取来<F171 桃丘猴之肉>，在我面前的篝火上烧烤，以便首仙享用。做好了此事，我定不会亏待于你。\n<H28><G>记得，首仙只食<F171 鲜嫩猴肉>，若烤成焦肉，你便自己吞下去吧。	<G>首仙膳食，必得精挑细作，若哪日我能当上首仙，也可如此享受了。	<G>首仙膳食，必得精挑细作，若哪日我能当上首仙，也可如此享受了。	<G><F174 桃叶仙似乎对你的拖沓颇有微词。>\n<H28><G>烤了这许久，看来你还远远及不上我啊。																				0	把猴肉交给桃叶仙。	
3501	斗酒	<G>龙门客栈的金香玉让你与李复斗酒十杯。	<G>你瞧那边，那<F173 李复>酒量颇不错，我与他斗了几次酒都败下阵来。想老娘我号称“大漠醉胭脂”，千杯不醉无人能敌，这口气不可不出。不若你去与他<F171 斗斗酒。>\n<H28><G>那李复喝酒颇有一套讲究，若你不按他的讲究来，他断不肯与你喝酒的，你与他对话后他就会提出要与你斗什么酒，那一旁的桌子上摆着各种<F171 酒杯>，你只要拿起相应的杯子向他<F171 敬酒>他便会欣然而饮。没有十杯他是不会醉的。	<G>你且记好了：汾酒当配玉杯；葡萄美酒夜光杯；关外白酒用犀角杯；高粱酒配青铜酒爵；状元红配古瓷杯；玉露酒用琉璃杯乘。	<G>你且记好了：汾酒当配玉杯；葡萄美酒夜光杯；关外白酒用犀角杯；高粱酒配青铜酒爵；状元红配古瓷杯；玉露酒用琉璃杯乘。	<G>没想到你当真把他给灌醉了，香玉佩服！		0					0					和李复喝十杯酒								0	回复金香玉。	
3502	林云仙	<G>白首山浩气盟营地内的杨守良让你召集伙伴杀死聚仙寨主寨内的寨主林云仙。	<G>大侠，守良这里有个不情之请，还请大侠能相帮。\n<H28><G>这聚仙寨寨主名唤林云仙，其父是当官的，所以平日素来高傲，不放任何人等于眼中。他纵容手下为非作歹，竟还定下标准，以夺物杀人最多为荣光！\n<H28><G>此等恶徒，不除不足以平民愤，只是我等只有三个在此镇守，身手又不敌众多山贼，莫说是除去那恶徒，怕是接近都不曾接近便已然殒命。\n<H28><G>所以，还请大侠能帮我等除去那恶徒，以消百姓怨怒！不过，那<F172 林云仙>虽然一副貌不惊人的样貌，身手却十分了得，大侠你还是喊来帮手一起除他才好。\n<H28><G><F173 聚仙寨主寨后>有条小路，林云仙平常喜好在那<F173 尽头的石案旁>闲坐，去那里应该能找到他。	<G>我等温酒以待。	<G>我等温酒以待。	<G>那林云仙当真死了么！\n<H28><G>好啊！真不愧为一代侠客！你可帮了我们大忙了！在下定然会在浩气盟盟主面前如实禀报你今日义举！	2人精英	0					0													0	回报杨守良已惩治林云仙。	
3503	无缺！	<G>血衣魔鬼城入口处的司空仲平让你进入血衣监狱找到看守吕无缺的沙菲娜，并代为执法教训阿里曼罚罪者。	<G>既然已经知道<F173 无缺>的下落，便要速速去血衣监狱寻到他。里面那些<F172 阿里曼罚罪者>四处散布邪教谣言，若是你能代为执法更好。\n<H28><G><F174 司空仲平伸了伸腰。>\n<H28><G>至于外面这些……我可以好好活动下筋骨了。	<G>快去！	<G>你是？	<G>你是来找那个孩子的么？		0					0													0	回复沙菲娜。	
