ID	Length	String
STR_DUR_BANGLE	16	护腕耐久度过低
STR_DUR_WAIST	16	腰带耐久度过低
STR_DUR_PANTS	16	下装耐久度过低
STR_DUR_BOOTS	16	鞋子耐久度过低
STR_DUR_WEAPON	16	武器耐久度过低
STR_DUR_WEAPON2	16	暗器耐久度过低
STR_LOGIN_LOGINTITLE	16	登  录
STR_QUEST_DAY	32	<text>text="日常任务" font=163 </text><text>text="\\\n可以重复完成的任务。你每天完成日常任务的个数不得超过20个。\n" font=106 </text>
STR_LOGIN_JX3URL	32	官方网站
STR_TIP_WATER	16	更高的水面精度等级呈现出更加真实的水面效果
STR_MINIMAP_GM	16	你收到了官方的留言，点击查看。
STR_TEST_V	16	你收到了官方的留言【点击查看】{}【】（）()《》<>——……
STR_TIP_SCREEN_TS	32	调节界面中的文字大小，比例为0的时候界面表现可达到最佳效果。
STR_TIP_SCREEN_RAW	32	将快捷栏中的格子分成多行来排列，调节这个选项可以改变快捷栏的形状。
STR_TIP_SCREEN_BOX	32	调节这个快捷栏需要显示的总格子数
STR_TIP_SCREEN_BLINE	32	将增益效果的图标分成多行来排列
STR_TIP_SCREEN_DLINE	32	将减益效果的图标分成多行来排列
STR_TIP_OPTIONUI	32	你可以根据需要在这里修改更多的界面选项，他们包括更多的界面显示开关，定制更灵活的界面元素等等。
STR_TIP_RETURNLOGIN	32	结束你当前的游戏，返回到登陆界面。如果你需要更换帐号或服务器进行游戏，请选择此项。
STR_TIP_RETURNCHOOSE	32	结束你当前的游戏，返回人物选择界面。如果你需要更换人物角色，请选择此选项。
STR_TIP_ADDPARTY	32	<text>text="邀请组队" font=65 </text><text>text="\\\n将一个玩家邀请到你的队伍中，这个操作需要对方同意才能够组队。" font=106 </text>
STR_UISET_AUTOCAST	32	当你没有目标的时候，运功会直接对自己产生效果。（注：此选项不可和“运功保持”同时开启，除非取消这个勾选。）
STR_UISET_CASTKEEP	32	当你没有目标时，运功会保留到你点选目标时才会生效。（注：此选项不可以和“自动自我运功”同时开启。）
STR_UISET_BATTLEFIELD	32	请选择你想要进入的战场:
STR_UISET_BFTEARM	32	小队加入
STR_UISET_BFPERSON	32	加入战斗
STR_UISET_BFCENCEL	32	离开战场
STR_UISET_BFALL	32	全部
STR_BF_NAME	32	名字
STR_BF_KILL1	32	协助击伤
STR_BF_DEAD	32	受重伤
STR_BF_KILL2	32	击伤
STR_BF_DAMAGE	32	伤害量
STR_BF_HEALTH	32	治疗量
STR_BF_PRESTAGE	32	威望
STR_LOGIN_SCHOOLTITLE	32	门派服装预览
STR_LOGIN_WANHUA	32	万花
STR_LOGIN_SHAOLIN	32	少林
STR_LOGIN_CHUNYANG	32	纯阳
STR_LOGIN_TIANCE	32	天策
STR_LOGIN_QIXIU	32	七秀
STR_LOGIN_TIPWANHUA	64	<text>text="门派预览：万花" font=65 </text><text>text="\\\n万花谷坐落在群山之中，东方宇轩建立万花谷后，常邀请社会名流、武林高手到万花谷下棋品茗，饮酒弹琴。久而久之，万花谷竟成为江湖上第一风雅之地。" font=106 </text>
STR_LOGIN_TIPCHUNYANG	64	<text>text="门派预览：纯阳" font=65 </text><text>text="\\\n纯阳派立派于华山南峰纯阳宫，乃是纯阳祖师吕洞宾所创。纯阳弟子修习结合炼气凝神的内家剑术，乃是大唐向道之人心中的圣地。" font=106 </text>
STR_LOGIN_TIPTIANCE	64	<text>text="门派预览：天策" font=65 </text><text>text="\\\n“东都之狼”天策府是唐太宗李世民身为秦王时所设立的组织。随着李世民的上台逐渐成为机密机关，成为大唐王朝在江湖上的一支秘密代表。" font=106 </text>
STR_LOGIN_TIPSHAOLIN	64	<text>text="门派预览：少林" font=65 </text><text>text="\\\n少林寺建寺两百余载，寺中武学经历数代高僧洗练，去腐除陈，已然精炼无比，素来享有天下武学出少林之盛誉。" font=106 </text>
STR_LOGIN_TIPQIXIU	64	<text>text="门派预览：七秀" font=65 </text><text>text="\\\n七秀坊乃是公孙大娘所创，由唐中宗李显亲自赠送。许多达官显贵、文人墨客汇集于斯，七秀坊乃是公孙大娘所创，由唐中宗李显亲自赠送。许多达官显贵、文人墨客汇集于斯，渐渐成为天下三大风雅之地之一。" font=106 </text>
STR_LOGIN_TIPQIXIU	64	<text>text="门派预览：七秀" font=65 </text><text>text="\\\n七秀坊乃是公孙大娘所创，由唐中宗李显亲自赠送。许多达官显贵、文人墨客汇集于斯，并称天下三大风雅之地。" font=106 </text>
STR_TITLE_GANG	16	帮会
STR_TITLE_MESSAGE	16	帮众
STR_TITLE_NOTICE	16	最新公告
STR_TITLE_ONLINE	16	编辑提示
STR_TITLE_PUBLISHED	16	发布公告
STR_TITLE_EDIT	16	编辑公告
STR_TITLE_PUBLISHED_ONINE	16	发布提示
STR_TITLE_SCREENING	16	级别筛选器
STR_TITLE_NAME	16	名字
STR_TITLE_LEVEL	16	等级
STR_TITLE_TYPE	16	门派
STR_TITLE_PLACE	16	所在地
STR_TITLE_REMARKS	16	备注
STR_TITLE_SHOW	16	显示离线
STR_TITLE_STATE	16	切换显示状态
STR_TITLE_STATED	16	切换显示状态
STR_TITLE_AddPEOPLE	16	招收帮众
STR_CLOUD_SHADOW	16	云层投影
STR_LOGIN_SCHOOLTIP	32	<text>text="注：" font=163 </text><text>text="该内容仅供观赏，具体门派选择将在游戏中进行。" font=106 </text>
STR_TIP_ACTION	32	点击打开表情管理界面。 你可以向指定目标发送有趣的表情动作和语言。
STR_UISET_STANDARDTARGET	32	该模式下，所有的目标头像恢复为统一的长度，适用于习惯传统血条的玩家。
STR_BAG_SPLITTIP	32	将多个叠加的物品分别拆分为两组物品。
STR_BAG_CUTIP	32	将物品按照不同类型进行排序。
STR_TITLE_Guild_Members	16	帮众信息
STR_TITLE_IOBS	16	头衔
STR_TITLE_GIVE	16	贡献度：
STR_TITLE_SYYSTEM	16	发布制度
STR_TITLE_TELL	16	帮会简介
STR_TITLE_DELETE	16	移除帮众
STR_TITLE_SECREET	16	信息
STR_TITLE_SAID	16	帮会介绍
STR_TITLE_SYSTEM	16	帮会制度
STR_TITLE_BIG	16	帮会大事记
STR_TITLE_PUB	16	发布介绍
STR_TITLE_TIME	16	时间
STR_TITLE_THING	16	事件
STR_TITLE_THHING	16	发布大事记
STR_TITLE_BIGTHING	16	大事记
STR_TITLE_HAIR	16	发布
STR_TITLE_YEAR	16	年
STR_TITLE_MONTH	16	月
STR_TITLE_DAY	16	日
STR_PARTY_ATTRACTION	16	<text>text="好感度" font=163 </text><text>text="\\\n显示你与该好友的好感度数值和等级。\n" font=106 </text><text>text="好感度衰减" font=163 </text><text>text="\\\n“策马同游”以上：离线五天以后，好感度开始衰减。" font=106 </text>
STR_ALIGNMENT_LEAVE	16	暂未开放
STR_ALIGNMENT_TITLE	16	阵营
STR_ALIGNMENT_AFORCE	16	阵营势力
STR_ALIGNMENT_OTHERS	16	其他操作
STR_FRIEND_TIP_MAP	32	好感度不小于0时，可见好友所在地
STR_EDIT_INTRO	16	编辑介绍
STR_EDIT_RULE	16	编辑制度
STR_LEAVE_GUILD	16	退出帮会
STR_UISET_BF1	16	队伍1
STR_UISET_BF2	16	队伍2
STR_UISET_BF3	16	队伍3
STR_UISET_BF4	16	队伍4
STR_AUCTION_BUSINESS	16	买卖
STR_AUCTION_STATE	16	交易状态
STR_AUCTION_SALE	16	物品寄卖
STR_AUCTION_SEARCH	16	物品名称
STR_AUCTION_RESULT	16	搜索结果
STR_AUCTION_TIME	16	保管时间
STR_AUCTION_ORIANGINALPRICE	16	当前价格
STR_AUCTION_PRICE	16	一口价
STR_AUCTION_CHARGE	16	保管费
STR_AUCTION_OWN	16	当前金钱
STR_AUCTION_SALETITLE	16	寄卖
STR_AUCTION_DEFAULT	16	重置
STR_AUCTION_LEVEL	16	—
STR_AUCTION_HIGHESTPRISE	16	最高价格
STR_AUCTION_RITEMNAME	16	物品品质
STR_AUCTION_REMAINTIME	16	保管时间
STR_AUCTION_SALER	16	出售者
STR_AUCTION_BIDPRISE	16	竞标价格
STR_AUCTION_UNITPRICE	16	单价
STR_AUCTION_MYBID	16	我的出价
STR_AUCTION_BID	16	竞标
STR_AUCTION_BID2	16	出价
STR_AUCTION_BIDCENCEL	16	取消寄卖
STR_AUCTION_BIDPLAYER	16	最高出价者
STR_AUCTION_ABID	16	当前价格
STR_AUCTION_TITLE	16	交易行
STR_BF_SOLO	32	单挑
STR_BF_INJURED	32	受伤量
STR_BF_REWARD	32	奖励
STR_BF_MONEY	32	奖励金钱
STR_GULD_MANAGE	16	权限管理
STR_GUILD_RANKNAME	16	修改头衔
STR_GUILD_MODIFY	16	修改
STR_GUILD_BASIC	16	基础权限
STR_GUILD_EXPERT	16	高级权限
STR_GUILD_SPEAK	16	频道发言
STR_GUILD_POWER	16	官员权利
STR_GUILD_GUILDINFO	16	管理帮会信息
STR_GUILD_MOVEMENT	16	管理活动
STR_GUILD_BANK	16	管理仓库
STR_GUILD_DEVELOP	16	管理天工树
STR_GUILD_PAY	16	管理俸钱
STR_GUILD_MREMARK	16	管理备注
STR_GUILD_TEARM	16	修改组名
STR_GUILD_GROUP	16	修改组名
STR_GUILD_MEMBER	16	管理帮众
STR_GUILD_PARICULAR	16	明细
STR_GUILD_PARICULARTITLE	16	       该成员可以对以下成员组进行管理
STR_CAMP_GOOD_MORALE	32	浩气盟士气值：
STR_CAMP_EVIL_MORALE	32	恶人谷士气值：
STR_BF_EXP	32	奖励经验
STR_BATTLEFIELD_HELP	16	说明
STR_SIZE	16	大小
STR_TEAM_TITLE	16	团队
STR_UISET_OPTIMIZE	16	全局优化
STR_UISET_FPS	16	速度最优
STR_UISET_HIGHIMAGE	16	画面最优
STR_MYSTIQUEL_TIP	16	提示：单击图标装备秘笈
STR_TEAMPANEL	32	特殊
STR_CHANNEL_TIP	32	天人古来归一理\n造物玄妙构真灵\n八极盖由川岳定\n六神皆顺穴脉宁\n表里流转气兼济\n阴阳循环血通行\n此中隐约有奇奥\n通之能成金刚体\n生关死劫勘破后\n顿得造化夺天机\n精气充盈功行具\n灵光照耀满神京\n
STR_TITLE_BOOK	16	书目
STR_TITLE_TARGET	16	对方的书籍
STR_TITLE_ME	16	自己
STR_TITLE_CHANGE	8	兑换
STR_CRAFT_CAN_MAKE	16	可制造物品
STR_SUBDATA	16	提交
TR_TITLE_REWARD	16	奖励
STR_TITLE_HELPER	16	新手帮助
STR_HELPER_OPERATOR	16	操作
STR_HELPER_EQUIP	16	装备
STR_HELPER_FIGHT	16	战斗
STR_HELPER_COMMUNICATE	16	交流
STR_NEXT_MSG	16	下一条
STR_PREV_MSG	16	上一条
STR_OPEN_SEARCHHELP_PANEL	16	点击查看帮助界面
STR_GM_SERVISE	32	联系客服
STR_OPEN_HELP_COMMENT	16	开启指引提示
STR_MAIL_FROM	16	发件人
STR_GUILD_DELETE	16	<text>text="移除帮众" font=163 </text><text>text="\\\n将该名帮众从帮会中移除，使其不再成为你的帮会中的一员。\n" font=106 </text>
STR_GUILD_MONEY	16	俸钱
STR_AUCTION	16	寄卖
STR_DUNGEON_NORMAL	16	普通
STR_DUNGEON_DISPLAYALL	16	显示所有
STR_DUNGEON_NORMALTIP	16	最常见的五人小队区域，达到一定级别便可进入。
STR_DUNGEON_REFRESHALL	16	重置所有
STR_DUNGEON_NAME	16	名称
STR_DUNGEON_REMAINTIMES	16	当天可进入次数
STR_DUNGEON_HARD	16	高级
STR_DUNGEON_RAID	16	团队
STR_DUNGEON_ID	16	区域ID
STR_DUNGEON_REFRESHTIME	16	剩余重置时间
STR_DUNGEON_RAIDTIP	16	团队才可以进入的区域，它们具有最高的强度，最好的掉落和固定的重置时间。
STR_DUNGEON_HARDTIP	16	满级才可以进入的五人小队区域，它们具有较高的强度，更好的掉落和固定的重置时间。
STR_CHANNEL_QIHAI	16	<text>text="气海" font=163 </text><text>text="\\\n你当前的修为值。\n" font=106 </text>
STR_CHANNEL_DANTIAN	16	<text>text="丹田" font=163 </text><text>text="\\\n你当前已冲入的总修为值。\n" font=106 </text>
STR_GUILD_LASTONLINE	16	上次登录时间
STR_GUILD_CONTRIBUTION	16	我的贡献值
STR_GUILD_NAME	16	帮会名称：
STR_SHOW_SELF_GUILD	16	显示自己的帮会名称
STR_SHOW_OHTER_GUILD	16	显示他人的帮会名称
STR_GUILD_LOG	16	日志
STR_GUILD_SCIENCETREE	16	天工树
STR_GUILD_ACTIVITY	16	活动
STR_GUILD_COIN	16	俸钱管理
STR_DUNGEON_REFRESH	16	重置当前
STR_DUNGEON_BF	16	战场
STR_GUILD_TRANSFER	16	<text>text="移交帮主" font=163 </text><text>text="\\\n将帮主权限转移给该名帮众，帮主有且只有一个。\n" font=106 </text>
STR_GUILD_GNAME	16	帮会名称
STR_GUILD_CAMP	16	所属阵营
STR_GUILD_BOSS	16	现任帮主
STR_GUILD_INSTITUTION	16	创建时间
STR_HIDE_HEAD	16	隐藏帽子
STR_GUILD_MEMBERNUMBER	16	帮众总数
STR_GUILD_MAXMEMBER	16	帮众上限
STR_GUILD_NOTICETIP	16	显示帮会的最新公告内容，由授权者编辑。
STR_GUILD_TIPSTIP	16	显示帮会的上线提示，在帮众上线时这些内容会被公布到聊天区的帮会频道。
STR_GUILD_STATETIP	16	单击此处切换显示信息列表的内容。
STR_ADDFRIEND_TITLE	16	附近的玩家列表：
STR_GUILD_LIST	16	选择要管理的头衔：
STR_GUILD_ADDTIP	16	提示：通过天工树可开启新的头衔。
STR_REMINDED_HELP	16	最近教学
STR_GUILD_CONTRIBUTIONTIP	16	<text>text="贡献值" font=163 </text><text>text="\\\n你参与帮会活动可获得相应的贡献值，贡献值可用于购买帮会商店中的装备和物品。\n" font=106 </text>
STR_MOUSE_MOVE	16	鼠标走路
STR_ACHIEVEMENT_BACK	16	返回首页
STR_ACHIEVEMENT_POPULARITY	16	江湖名望
STR_ACHIEVEMENT_LONGEVITY	16	江湖资历
STR_TIP_CLOUDSHADOW	32	云层由于阳光的照射而在地面上形成阴影。
STR_TIP_GJ	32	调节镜头的距离和焦距的长短，用来扩大视野面积和获得更好的景深效果。
STR_CHANNELS_DAHE	32	大赫
STR_CHANNELS_SHANGQU	32	商曲
STR_CHANNELS_YINDU	32	阴都
STR_CHANNELS_YOUMEN	32	幽门
STR_CHANNELS_TAIYI	32	太乙
STR_CHANNELS_HENGGU	32	横骨
STR_CHANNELS_QIXUE	32	气穴
STR_CHANNELS_SIMAN	32	四满
STR_CHANNELS_ZHONGZHU	32	中注
STR_CHANNELS_MANGYU	32	盲俞
STR_CHANNELS_SHIGUAN	32	石关
STR_CHANNELS_TONGGU	32	通谷
STR_CHANNELS_GUANMEN	32	关门
STR_CHANNELS_LONGQUAN	32	龙玄
STR_CHANNELS_QINGZHONG	32	睛中
STR_CHANNELS_TAIJIAN	32	抬肩
STR_CHANNELS_CHONGGU	32	崇骨
STR_CHANNELS_JIQUAN	32	极泉
STR_CHANNELS_XIAJIYU	32	下极俞
STR_CHANNELS_YAOYAN	32	腰眼
STR_CHANNELS_QUQUAN	32	曲泉
STR_CHANNELS_HEYANG	32	合阳
STR_CHANNELS_QIDUAN	32	气端
STR_CHANNELS_MINGMEN	32	命门
STR_CHANNELS_JINSUO	32	筋缩
STR_CHANNELS_ZHONGSHU	32	中枢
STR_CHANNELS_SHENDAO	32	神道
STR_CHANNELS_YAMEN	32	哑门
STR_CHANNELS_HOUDING	32	后顶
STR_CHANNELS_YAOYU	32	腰俞
STR_CHANNELS_JIZHONG	32	脊中
STR_CHANNELS_LINGTAI	32	灵台
STR_CHANNELS_DAZHUI	32	大椎
STR_CHANNELS_NAOHU	32	脑户
STR_CHANNELS_QUGU	32	曲骨
STR_CHANNELS_ZHONGJI	32	中极
STR_CHANNELS_GUANYUAN	32	关元
STR_CHANNELS_SHENQUE	32	神阙
STR_CHANNELS_SHIMEN	32	石门
STR_CHANNELS_SHUIFEN	32	水分
STR_CHANNELS_YINJIAO	32	阴交
STR_CHANNELS_XIAWAN	32	下脘
STR_CHANNELS_JIANLI	32	建里
STR_CHANNELS_ZHONGWAN	32	中脘
STR_CHANNELS_SHANGWAN	32	上脘
STR_CHANNELS_JIUWEI	32	鸠尾
STR_CHANNELS_SHANZHONG	32	膻中
STR_CHANNELS_JUQUE	32	巨阙
STR_CHANNELS_ZHONGTING	32	中庭
STR_CHANNELS_TIANCHONG	32	天冲
STR_CHANNELS_MUCHUANG	32	目窗
STR_CHANNELS_CHENGLING	32	承灵
STR_CHANNELS_GUANGMING	32	光明
STR_CHANNELS_XUANZHONG	32	悬钟
STR_CHANNELS_WEIDAO	32	维道
STR_CHANNELS_FUBAI	32	浮白
STR_CHANNELS_WANGU	32	完骨
STR_CHANNELS_BENSHEN	32	本神
STR_CHANNELS_YANGBAI	32	阳白
STR_CHANNELS_ZHENGYING	32	正营
STR_CHANNELS_NAOKONG	32	脑空
STR_CHANNELS_WAIQIU	32	外丘
STR_CHANNELS_XUANSHU	32	悬枢
STR_CHANNELS_ZHIYANG	32	至阳
STR_CHANNELS_SHENZHU	32	身柱
STR_CHANNELS_FENGFU	32	风府
STR_CHANNELS_BAIHUI	32	百会
STR_CHANNELS_YUTANG	32	玉堂
STR_CHANNELS_ZIGONG	32	紫宫
STR_CHANNELS_HUAGAI	32	华盖
STR_CHANNELS_TIANTU	32	天突
STR_CHANNELS_CHENGJIANG	32	承浆
STR_CHANNELS_XUANJI	32	璇玑
STR_CHANNELS_LIANQUAN	32	廉泉
STR_CHANNELS_YINJIAO2	32	龈交
STR_CHANNELS_DUIDUAN	32	兑端
STR_CHANNELS_SHUIGOU	32	水沟
STR_CHANNELS_SUSHEN	32	素髎
STR_CHANNELS_SHENTING	32	神庭
STR_CHANNELS_SHANGXING	32	上星
STR_CHANNELS_QIANDING	32	前顶
STR_CHANNELS_JINGWAIQIXUE	32	奇穴
STR_CHANNELS_HUIYIN	32	会阴
STR_CHANNELS_CHANGQIANG	32	长强
STR_CHANNELS_WUSHU	32	五枢
STR_CHANNELS_QICHONG	32	气冲
STR_CHANNELS_YUTANGTIP	32	<text>text="任脉分支一：玉堂" font=163 </text><text>text="\\\n修行方向：基础能力。\n" font=106 </text>
STR_CHANNELS_QUGUTIP	32	<text>text="任脉分支二：曲骨" font=163 </text><text>text="\\\n修行方向：基础能力。\n" font=106 </text>
STR_CHANNELS_MINGMENTIP	32	<text>text="督脉分支一：命门" font=163 </text><text>text="\\\n修行方向：辅助能力。\n" font=106 </text>
STR_CHANNELS_XUANSHUTIP	32	<text>text="督脉分支二：悬枢" font=163 </text><text>text="\\\n修行方向：辅助能力。\n" font=106 </text>
STR_CHANNELS_YAOYUTIP	32	<text>text="督脉分支三：腰俞" font=163 </text><text>text="\\\n修行方向：辅助能力。\n" font=106 </text>
STR_CHANNELS_TIANCHONGTIP	32	<text>text="带脉分支一：天冲" font=163 </text><text>text="\\\n修行方向：外功能力。\n" font=106 </text>
STR_CHANNELS_WEIDAOTIP	32	<text>text="带脉分支二：维道" font=163 </text><text>text="\\\n修行方向：外功能力。\n" font=106 </text>
STR_CHANNELS_HENGGUTIP	32	<text>text="冲脉分支一：横骨" font=163 </text><text>text="\\\n修行方向：内功能力。\n" font=106 </text>
STR_CHANNELS_DAHETIP	32	<text>text="冲脉分支二：大赫" font=163 </text><text>text="\\\n修行方向：内功能力。\n" font=106 </text>
STR_CHANNELS_QIXUETIP	32	<text>text="经脉寰通：奇穴" font=163 </text><text>text="\\\n修行方向：综合能力。\n此奇门绝穴，可贯通神形。达天人之至境，得无双之绝学。\n" font=106 </text>
STR_LOGIN_BANG	32	刘海
STR_LOGIN_BRAID	32	辫子
STR_SYSTEM_ACHIVEMENT	32	<text>text="隐元秘鉴" font=65 </text><text>text="  （<KEY TOGGLE_ACHIEVEMENT_PANEL>）"font=65</text><text>text="\\\n记录你在江湖中的历程和各种奇人轶事，可到各地隐元会神秘商人处兑换物品和称号。" font=106 </text>
STR_PUBLISH	32	发布
STR_DELETE	32	删除
STR_CHANGE	32	修改
STR_RAID_CUSTOM	32	自定义
STR_TITLE_SEENAME	16	称号
STR_TITLE_ON	16	前缀：
STR_TITLE_UP	16	后缀：
STR_TITLE_AND	16	门派字号：
STR_TITLE_CALOSENAME	16	关闭称号
STR_C_TITLE	16	修改
STR_ACHIEVEMENT_MAINN	32	虎岳龙川鸣白马\n鹏天鲲海啸苍鹰\n不为君王折傲骨\n仗剑携酒江湖行
STR_EQUIP_WEAPON	16	武器
STR_DUNGEON_DISPLAYALL1	16	仅显示当天可进入的
STR_DUNGEON_DISPLAYALL2	16	仅显示有记录的
STR_GUILD_BANK_1	16	仓库一
STR_GUILD_BANK_2	16	仓库二
STR_GUILD_BANK_3	16	仓库三
STR_GUILD_BANK_4	16	仓库四
STR_GUILD_BANK_5	16	仓库五
STR_GUILD_BANK_6	16	仓库六
STR_GUILD_BANK_7	16	仓库七
STR_GUILD_BANK_8	16	仓库八
STR_GUILD_BANK_9	16	仓库九
STR_GUILD_BANK_10	16	仓库十
STR_PARTYPANEL_RAID	16	转化团队
STR_PARTYPANEL_MARK	16	标记权限
STR_ACHIEVEMENT_JHMW	16	江湖名望
STR_ACHIEVEMENT_JHYL	16	江湖资历
STR_ACTIVITY_REWARD	16	活动奖品
STR_ACHIEVEMENT_RANK	16	排名
STR_ACHIEVEMENT_PLAYER	16	玩家
STR_DESIGNATION_TIP	32	<text>text="称号" font=163 </text><text>text="\\\n点击打开称号界面。\n" font=106 </text>
STR_TITLE_TALKS	16	聊天设置
STR_TITLE_PAGE	16	聊天页面
STR_TITLE_WINDOW	16	聊天窗口
STR_TITLE_COLOR	16	频道颜色
STR_TITLE_FONT	16	字体
STR_TITLE_SIZE	16	字号
STR_SETTING_COLOR	16	调整背景颜色
STR_SETTING_DEPTH	16	调整背景透明度
STR_CLOSE_COLOR	16	关闭背景色
STR_CLOSE_ALWAY	16	常用
STR_TITLE_COMMON	16	普通频道
STR_TITLE_TEAM	16	队伍频道
STR_TITLE_MAP	16	地图频道
STR_TITLE_BEVY	16	群聊频道
STR_TITLE_DENSE	16	密聊频道
STR_TITLE_DOOR	16	门派频道
STR_TITLE_TONG	16	帮会频道
STR_TITLE_ORGAN	16	官员频道
STR_TITLE_MISS	16	未命中
STR_TITLE_KONGFUMISS	16	运功失效
STR_TITLE_MONEY	16	金钱
STR_TITLE_OFFER	16	贡献度
STR_TITLE_GOOD	16	好感度
STR_TITLE_COLLIGATE	16	综合
STR_TITLE_ADENSE	16	密聊
STR_TITLE_NEAR	16	NPC近聊
STR_TITLE_SHOUT	16	NPC大吼
STR_TITLE_TEAMTALK	16	NPC队聊
STR_TITLE_POLT	16	NPC密聊
STR_TITLE_FACE	16	NPC表情
STR_TITLE_ANOTHER	16	其他玩家
STR_TITLE_BINGO	16	招式命中
STR_TITLE_CHANNEL	16	频道
STR_TITLE_CURREN	16	通用
STR_TITLE_DDS	16	环境
STR_TITLE_SYSTEMA	16	调整系统颜色
STR_PASSWORD_X	16	★★
STR_ACHIEVEMENT_FINISHTITLE	16	完成
STR_PASSWORD_TITLE	16	密码保护卡输入
STR_PASSWORD_BACKSPACE	16	清除所有
STR_ACHIEVEMENT_JHMWTIP	16	<text>text="江湖名望" font=163 </text><text>text="\\\n完成隐元秘鉴事项后获得，可到各地隐元会神秘商人处兑换物品和称号。\n" font=106 </text>
STR_ACHIEVEMENT_JHYLTIP	16	<text>text="江湖资历" font=163 </text><text>text="\\\n江湖名望的总和，是在隐元会神秘商人处兑换奖励的条件。\n" font=106 </text>
STR_ACHIEVEMENT_NORMALTIP	16	你在江湖中的历程。
STR_ACHIEVEMENT_FD	32	平生不离箫与剑\n卧看西湖水成烟\n酒醉红颜梦非梦\n独步昆仑天外天
STR_ACHIEVEMENT_FDTIP	16	江湖奇人轶事。（秘境和首领击杀等五甲，需在队长/团长完成江湖行事件时才能进入独步江湖。）
STR_TIP_COLORNAME	32	小提示：你可以通过点击色板来选择你喜欢的聊天字体颜色。
STR_QUEST_SUGGEST	32	指引
STR_QUEST_SUGGESTTIP	32	点击打开指引界面，你可以从中查看适合你当前阶段的任务区域指引，也包括战场，武林秘境等等。
STR_MINIMAP_DUNGEON	32	<text>text="秘境与战场" font=163 </text><text>text="\\\n左键点击打开界面，右键可以修改武林秘境难度。\n" font=106 </text>
STR_QUEST_SUGGESTBUTTON	32	我现在可以做什么？
STR_ACTVITY_TITLE	32	请输入您的物品卡密码：
STR_QUEST_SUGGESTBUTTON	32	我现在可以去哪里？
STR_REQUEST_SERVER_LIST	32	正在获取服务器列表……
STR_EMPTY_STRING	16	 
STR_TITLE_DEAD	16	重伤
STR_TITLE_FUMO	16	附魔
STR_TITLE_ONTHING	16	场景事件
STR_TITLE_GIVEMONEY	16	资金发放（单位：     ）
STR_TITLE_SUREGIVE	16	可发放资金：
STR_TITLE_BOSS	16	帮主
STR_TITLE_MONEYGIVE	16	发放
STR_MONEYSHOW	16	资金状况
STR_TITLE_NOPWMONEY	16	帮会总资金：
STR_CANGIVE	16	可发放：
STR_EARNING	16	收入
STR_THIS	16	本周
STR_LAST	16	上周
STR_OUTGO	16	支出
STR_TAX	16	捐资
STR_PEOPLETAX	16	会员捐献：
STR_SELL	16	道具出售：
STR_PARTY	16	活动奖励：
STR_ALLEARNING	16	本周总收入：
STR_PAYMONEY	16	工资发放：
STR_FIX	16	装备修理：
STR_DIVE	16	天工树投入：
STR_SHOP	16	商店维持：
STR_NAMEING	16	修改名称
STR_OWN	16	我的俸钱
STR_DRAW	16	领取
STR_PERCENT	16	分配比例：
STR_TITLE_SPARE	16	剩余发放资金：
STR_UISET_TARGETSHAKE	32	头像界面振动
STR_UISET_TARGETSHAKETIP	32	角色（包括目标）受到会心攻击的时候，头像界面会产生振动效果
STR_UISET_SHADERMODEL	16	着色器模型
STR_UISET_SHADERMODELTIP	16	根据不同的显卡芯片所适用的着色器模型，提升实时的3D环境效果。（推荐使用自动模式）
STR_GM_REPORTNAME	16	我要举报：
STR_GM_REPORTTIME	16	举报时间：
STR_GM_REPORTCONTENT	16	举报内容：
STR_GM_REPORTOTHERS	16	补充：
STR_GM_RABOT	16	举报外挂
STR_GM_SCENCE	16	所在场景：
STR_GM_RCONTENT	16	外挂行为描述：
STR_UISET_LOW	16	低配置
STR_UISET_MEDIUM	16	中配置
STR_UISET_ADVANCED	16	高配置
STR_UISET_PROFECT	16	完美画质
STR_UISET_CUSTOM	16	自定义设置
STR_UISET_DOF	16	景深效果
STR_UISET_SHADOW	16	阴影开关
STR_UISET_HDR	16	高动态范围光照
STR_SECURITYCARD_HELP	16	查看帮助信息
STR_SECUITYCARD_ONE	16	个位
STR_SECUITYCARD_TEN	16	十位
STR_SECUITYCARD_HELP	16	注：鼠标距离密码转盘越远，数字转动越快。
STR_SECUITYCARD_HELPTITLE	16	范例介绍
STR_GM_RTIP	16	每2分钟只能发送一次举报信息。
STR_OPTIMIZE_NOREMIND	16	以后不再提醒
STR_SD	16	阴影质量
STR_OPTIMIZE_NOREMIND	16	以后不再提示
STR_MONTHLYCARD_TITLE	16	寄卖通宝时间
STR_MONTHLYCARD_EXPLAIN	16	寄售说明：
STR_MONTHLYCARD_MODE	16	寄售模式：
STR_MONTHLYCARD_DAYS	16	寄售天数：
STR_MONTHLYCARD_M1	16	月卡模式
STR_MONTHLYCARD_M2	16	天卡模式
STR_MONTHLYCARD_D1	16	15000通宝（7天半）
STR_MONTHLYCARD_D2	16	30000通宝（15天）
STR_MONTHLYCARD_D3	16	50000通宝（30天）
STR_MONTHLYCARD_TIME	16	寄售时间：
STR_MONTHLYCARD_VALUE	16	寄售价格：
STR_MONTHLYCARDP_BUY	16	购买通宝时间
STR_MONTHLYCARD_BUY	16	充值通宝
STR_MONTHLYCARDP_MODE	16	充值模式：
