ItemID	IconID	SoundID	Name	Desc	Requirement
25298	1053		笑狮罗汉袈裟		
25299	1053		笑狮罗汉袈裟		
25300	1059		崇墉掩心		
25301	1059		崇墉掩心		
25302	1059		崇墉掩心		
25303	1059		崇墉掩心		
25304	1064		遥华古胄		
25305	1064		遥华古胄		
25306	1064		遥华古胄		
25307	1064		遥华古胄		
25308	1049		慰释袍		
25309	1049		慰释袍		
25310	1049		慰释袍		
25311	1049		慰释袍		
25312	1975		榆塞歌		
25313	1975		榆塞歌		
25314	1975		榆塞歌		
25315	1975		榆塞歌		
25316	1975		碧烛蟒衣		
25317	1975		碧烛蟒衣		
25318	1975		碧烛蟒衣		
25319	1975		碧烛蟒衣		
25320	490		秋水赤袍		
25321	490		秋水赤袍		
25322	490		秋水赤袍		
25323	490		秋水赤袍		
25324	1155		太康护腿		
25325	1155		太康护腿		
25326	1155		太康护腿		
25327	1155		太康护腿		
25328	1168		禺强护腿		
25329	1168		禺强护腿		
25330	1168		禺强护腿		
25331	1168		禺强护腿		
25332	1163		晋超		
25333	1163		晋超		
25334	1163		晋超		
25335	1163		晋超		
25336	1155		艾霜裙		
25337	1155		艾霜裙		
25338	1155		艾霜裙		
25339	1155		艾霜裙		
25340	1162		绮云裤		
25341	1162		绮云裤		
25342	1162		绮云裤		
25343	1162		绮云裤		
25344	1176		伽叶护腿		
25345	1176		伽叶护腿		
25346	1176		伽叶护腿		
25347	1176		伽叶护腿		
25348	1162		崇替束腿		
25349	1162		崇替束腿		
25350	1162		崇替束腿		
25351	1162		崇替束腿		
25352	1168		勋胤腿甲		
25353	1168		勋胤腿甲		
25354	1168		勋胤腿甲		
25355	1168		勋胤腿甲		
25356	1176		天祚腿甲		
25357	1176		天祚腿甲		
25358	1176		天祚腿甲		
25359	1176		天祚腿甲		
25360	1155		惮劳裤		
25361	1155		惮劳裤		
25362	1155		惮劳裤		
25363	1155		惮劳裤		
25364	1163		畏天护腿		
25365	1163		畏天护腿		
25366	1163		畏天护腿		
25367	1163		畏天护腿		
25368	1156		青鳞长裤		
25369	1156		青鳞长裤		
25370	1156		青鳞长裤		
25371	1156		青鳞长裤		
25372	1155		焚肌束腿		
25373	1155		焚肌束腿		
25374	1155		焚肌束腿		
25375	1155		焚肌束腿		
25376	1188		斩魄长靴		
25377	1188		斩魄长靴		
25378	1188		斩魄长靴		
25379	1188		斩魄长靴		
25380	1193		云陵屐		
25381	1193		云陵屐		
25382	1193		云陵屐		
25383	1193		云陵屐		
25384	1192		森霄履		
25385	1192		森霄履		
25386	1192		森霄履		
25387	1192		森霄履		
25388	1188		浦屿迷踪		
25389	1188		浦屿迷踪		
25390	1188		浦屿迷踪		
25391	1188		浦屿迷踪		
25392	1994		欣羡丝履		
25393	1994		欣羡丝履		
25394	1994		欣羡丝履		
25395	1994		欣羡丝履		
25396	1994		孤漠行		
25397	1994		孤漠行		
25398	1994		孤漠行		
25399	1994		孤漠行		
25400	1198		应缘僧靴		
25401	1198		应缘僧靴		
25402	1198		应缘僧靴		
25403	1198		应缘僧靴		
25404	1198		绝塞马靴		
25405	1198		绝塞马靴		
25406	1198		绝塞马靴		
25407	1198		绝塞马靴		
25408	1192		捷镝战靴		
25409	1192		捷镝战靴		
25410	1192		捷镝战靴		
25411	1192		捷镝战靴		
25412	1193		桃源翔步		
25413	1193		桃源翔步		
25414	1193		桃源翔步		
25415	1193		桃源翔步		
25416	1188		南海苍尘		
25417	1188		南海苍尘		
25418	1188		南海苍尘		
25419	1188		南海苍尘		
25420	2000		红泪长靴		
25421	2000		红泪长靴		
25422	2000		红泪长靴		
25423	2000		红泪长靴		
25424	1188		莽荒屐		
25425	1188		莽荒屐		
25426	1188		莽荒屐		
25427	1188		莽荒屐		
25428	1963		掩日束带		
25429	1963		掩日束带		
25430	1963		掩日束带		
25431	1963		掩日束带		
25432	1036		崇恩护腰		
25433	1036		崇恩护腰		
25434	1036		崇恩护腰		
25435	1036		崇恩护腰		
25436	487		斡流束带		
25437	487		斡流束带		
25438	487		斡流束带		
25439	487		斡流束带		
25440	1963		缟夜绸舞		
25441	1963		缟夜绸舞		
25442	1963		缟夜绸舞		
25443	1963		缟夜绸舞		
25444	1029		隐虹护腰		
25445	1029		隐虹护腰		
25446	1029		隐虹护腰		
25447	1029		隐虹护腰		
25448	1032		浅妄围腰		
25449	1032		浅妄围腰		
25450	1032		浅妄围腰		
25451	1032		浅妄围腰		
25452	1029		渡引禅束		
25453	1029		渡引禅束		
25454	1029		渡引禅束		
25455	1029		渡引禅束		
25456	1036		万旌护腰		
25457	1036		万旌护腰		
25458	1036		万旌护腰		
25459	1036		万旌护腰		
25460	1032		古国弃将带		
25461	1032		古国弃将带		
25462	1032		古国弃将带		
25463	1032		古国弃将带		
25464	1963		翱海束带		
25465	1963		翱海束带		
25466	1963		翱海束带		
25467	1963		翱海束带		
25468	487		神暇束腰		
25469	487		神暇束腰		
25470	487		神暇束腰		
25471	487		神暇束腰		
25472	1963		曙风骨环		
25473	1963		曙风骨环		
25474	1963		曙风骨环		
25475	1963		曙风骨环		
25476	1963		镂骸皮带		
25477	1963		镂骸皮带		
25478	1963		镂骸皮带		
25479	1963		镂骸皮带		
25480	2415		蜀风·碧煌帽	<Text>text="大魏神工司空圣以绿焰冥火神炉所铸战甲。" font=100 </text>	
25481	1132		蜀风·缚龙仙官束	<Text>text="仙官缚龙东海上，真君伏虎南山穴。" font=100 </text>	
25482	1132		蜀风·伏虎真君帽	<Text>text="仙官缚龙东海上，真君伏虎南山穴。" font=100 </text>	
25483	497		蜀风·霜燕帽	<Text>text="玉露既凋霜，燕歌已难闻。" font=100 </text>	
25484	497		蜀风·湘柳帽	<Text>text="湘灵悲鼓瑟，绿丝不胜莺。" font=100 </text>	
25485	1105		蜀风·觉谛罗汉帽	<Text>text="不颠倒，无虚诳，是为觉谛罗汉。" font=100 </text>	
25486	1105		蜀风·释梵天龙帽	<Text>text="释梵度世，天龙护法。" font=100 </text>	
25487	1117		蜀风·白崖帽	<Text>text="停骖龙潭云，回首白崖石。" font=100 </text>	
25488	1117		蜀风·舍龙帽	<Text>text="南诏始祖舍龙所铸战甲，相传大成时天降黑龙以庆之。" font=100 </text>	
25489	1121		蜀风·古尘帽	<Text>text="夕阳照古尘，行云知恨意。" font=100 </text>	
25490	1121		蜀风·聚萤帽	<Text>text="聚萤可照书，映雪复可读。" font=100 </text>	
25491	2687		蜀风·镇灵帽	<Text>text="天笛镇灵，万里横行。" font=100 </text>	
25492	2687		蜀风·巫颂帽	<Text>text="暗谷疑风雨，幽岩若鬼神。" font=100 </text>	
25493	2412		蜀风·碧煌手甲	<Text>text="大魏神工司空圣以绿焰冥火神炉所铸战甲。" font=100 </text>	
25494	1558		蜀风·缚龙仙官缠	<Text>text="仙官缚龙东海上，真君伏虎南山穴。" font=100 </text>	
25495	1558		蜀风·伏虎真君握	<Text>text="仙官缚龙东海上，真君伏虎南山穴。" font=100 </text>	
25496	1585		蜀风·霜燕长袖	<Text>text="玉露既凋霜，燕歌已难闻。" font=100 </text>	
25497	1585		蜀风·湘柳护手	<Text>text="湘灵悲鼓瑟，绿丝不胜莺。" font=100 </text>	
25498	1595		蜀风·觉谛罗汉护臂	<Text>text="不颠倒，无虚诳，是为觉谛罗汉。" font=100 </text>	
25499	1595		蜀风·释梵天龙爪	<Text>text="释梵度世，天龙护法。" font=100 </text>	
25500	1605		蜀风·白崖护手	<Text>text="停骖龙潭云，回首白崖石。" font=100 </text>	
25501	1605		蜀风·舍龙臂甲	<Text>text="南诏始祖舍龙所铸战甲，相传大成时天降黑龙以庆之。" font=100 </text>	
25502	1625		蜀风·古尘袖	<Text>text="夕阳照古尘，行云知恨意。" font=100 </text>	
25503	1625		蜀风·聚萤护腕	<Text>text="聚萤可照书，映雪复可读。" font=100 </text>	
25504	2684		蜀风·镇灵束腕	<Text>text="天笛镇灵，万里横行。" font=100 </text>	
25505	2684		蜀风·巫颂护手	<Text>text="暗谷疑风雨，幽岩若鬼神。" font=100 </text>	
25506	2410		蜀风·碧煌长衣	<Text>text="大魏神工司空圣以绿焰冥火神炉所铸战甲。" font=100 </text>	
25507	1556		蜀风·缚龙仙官袍	<Text>text="仙官缚龙东海上，真君伏虎南山穴。" font=100 </text>	
25508	1556		蜀风·伏虎真君衣	<Text>text="仙官缚龙东海上，真君伏虎南山穴。" font=100 </text>	
25509	1583		蜀风·霜燕青衣	<Text>text="玉露既凋霜，燕歌已难闻。" font=100 </text>	
25510	1583		蜀风·湘柳云裳	<Text>text="湘灵悲鼓瑟，绿丝不胜莺。" font=100 </text>	
25511	1593		蜀风·觉谛罗汉袈裟	<Text>text="不颠倒，无虚诳，是为觉谛罗汉。" font=100 </text>	
25512	1593		蜀风·释梵天龙衣	<Text>text="释梵度世，天龙护法。" font=100 </text>	
25513	1603		蜀风·白崖胸铠	<Text>text="停骖龙潭云，回首白崖石。" font=100 </text>	
25514	1603		蜀风·舍龙掩心	<Text>text="南诏始祖舍龙所铸战甲，相传大成时天降黑龙以庆之。" font=100 </text>	
25515	1623		蜀风·古尘衣	<Text>text="夕阳照古尘，行云知恨意。" font=100 </text>	
25516	1623		蜀风·聚萤长袍	<Text>text="聚萤可照书，映雪复可读。" font=100 </text>	
25517	2682		蜀风·镇灵长衣	<Text>text="天笛镇灵，万里横行。" font=100 </text>	
25518	2682		蜀风·巫颂祭袍	<Text>text="暗谷疑风雨，幽岩若鬼神。" font=100 </text>	
25519	2411		蜀风·碧煌腿甲	<Text>text="大魏神工司空圣以绿焰冥火神炉所铸战甲。" font=100 </text>	
25520	1557		蜀风·缚龙仙官裤	<Text>text="仙官缚龙东海上，真君伏虎南山穴。" font=100 </text>	
25521	1557		蜀风·伏虎真君装	<Text>text="仙官缚龙东海上，真君伏虎南山穴。" font=100 </text>	
25522	1584		蜀风·霜燕彩裙	<Text>text="玉露既凋霜，燕歌已难闻。" font=100 </text>	
25523	1584		蜀风·湘柳护腿	<Text>text="湘灵悲鼓瑟，绿丝不胜莺。" font=100 </text>	
25524	1594		蜀风·觉谛罗汉护腿	<Text>text="不颠倒，无虚诳，是为觉谛罗汉。" font=100 </text>	
25525	1594		蜀风·释梵天龙襟	<Text>text="释梵度世，天龙护法。" font=100 </text>	
25526	1604		蜀风·白崖胫甲	<Text>text="停骖龙潭云，回首白崖石。" font=100 </text>	
25527	1604		蜀风·舍龙腿甲	<Text>text="南诏始祖舍龙所铸战甲，相传大成时天降黑龙以庆之。" font=100 </text>	
25528	1624		蜀风·古尘裤	<Text>text="夕阳照古尘，行云知恨意。" font=100 </text>	
25529	1624		蜀风·聚萤束腿	<Text>text="聚萤可照书，映雪复可读。" font=100 </text>	
25530	2683		蜀风·镇灵长裤	<Text>text="天笛镇灵，万里横行。" font=100 </text>	
25531	2683		蜀风·巫颂玄裳	<Text>text="暗谷疑风雨，幽岩若鬼神。" font=100 </text>	
25532	2414		蜀风·碧煌战靴	<Text>text="大魏神工司空圣以绿焰冥火神炉所铸战甲。" font=100 </text>	
25533	1560		蜀风·缚龙仙官履	<Text>text="仙官缚龙东海上，真君伏虎南山穴。" font=100 </text>	
25534	1560		蜀风·伏虎真君靴	<Text>text="仙官缚龙东海上，真君伏虎南山穴。" font=100 </text>	
25535	1587		蜀风·霜燕丝履	<Text>text="玉露既凋霜，燕歌已难闻。" font=100 </text>	
25536	1587		蜀风·湘柳蛮靴	<Text>text="湘灵悲鼓瑟，绿丝不胜莺。" font=100 </text>	
25537	1597		蜀风·觉谛罗汉长靴	<Text>text="不颠倒，无虚诳，是为觉谛罗汉。" font=100 </text>	
25538	1597		蜀风·释梵天龙踏	<Text>text="释梵度世，天龙护法。" font=100 </text>	
25539	1607		蜀风·白崖战靴	<Text>text="停骖龙潭云，回首白崖石。" font=100 </text>	
25540	1607		蜀风·舍龙马靴	<Text>text="南诏始祖舍龙所铸战甲，相传大成时天降黑龙以庆之。" font=100 </text>	
25541	1627		蜀风·古尘靴	<Text>text="夕阳照古尘，行云知恨意。" font=100 </text>	
25542	1627		蜀风·聚萤布履	<Text>text="聚萤可照书，映雪复可读。" font=100 </text>	
25543	2686		蜀风·镇灵鞋子	<Text>text="天笛镇灵，万里横行。" font=100 </text>	
25544	2686		蜀风·巫颂护腿	<Text>text="暗谷疑风雨，幽岩若鬼神。" font=100 </text>	
25545	2413		蜀风·碧煌护腰	<Text>text="大魏神工司空圣以绿焰冥火神炉所铸战甲。" font=100 </text>	
25546	1559		蜀风·缚龙仙官带	<Text>text="仙官缚龙东海上，真君伏虎南山穴。" font=100 </text>	
25547	1559		蜀风·伏虎真君束	<Text>text="仙官缚龙东海上，真君伏虎南山穴。" font=100 </text>	
25548	1586		蜀风·霜燕束腰	<Text>text="玉露既凋霜，燕歌已难闻。" font=100 </text>	
25549	1586		蜀风·湘柳腰带	<Text>text="湘灵悲鼓瑟，绿丝不胜莺。" font=100 </text>	
25550	1596		蜀风·觉谛罗汉护腰	<Text>text="不颠倒，无虚诳，是为觉谛罗汉。" font=100 </text>	
25551	1596		蜀风·释梵天龙索	<Text>text="释梵度世，天龙护法。" font=100 </text>	
25552	1606		蜀风·白崖腰带	<Text>text="停骖龙潭云，回首白崖石。" font=100 </text>	
25553	1606		蜀风·舍龙护腰	<Text>text="南诏始祖舍龙所铸战甲，相传大成时天降黑龙以庆之。" font=100 </text>	
25554	1626		蜀风·古尘束	<Text>text="夕阳照古尘，行云知恨意。" font=100 </text>	
25555	1626		蜀风·聚萤腰带	<Text>text="聚萤可照书，映雪复可读。" font=100 </text>	
25556	2685		蜀风·镇灵束腰	<Text>text="天笛镇灵，万里横行。" font=100 </text>	
25557	2685		蜀风·巫颂腰带	<Text>text="暗谷疑风雨，幽岩若鬼神。" font=100 </text>	
25558	2430		蚩灵·啸凌护臂		
25559	1573		蚩灵·昊天云握		
25560	1573		蚩灵·雷剑照天束		
25561	2080		蚩灵·九天玄女握		
25562	2080		蚩灵·素衣天女腕		
25563	2091		蚩灵·八支圣道握		
25564	2091		蚩灵·迦兰陀护手		
25565	1620		蚩灵·药师卫国护手		
25566	1620		蚩灵·道济扬武手甲		
25567	1641		蚩灵·世南破邪腕		
25568	1641		蚩灵·遂良铭星手		
25569	2690		蚩灵·勾绞蟒鳞手		
25570	2690		蚩灵·纳魂赤珠束		
25571	2428		蚩灵·啸凌掩心		
25572	1571		蚩灵·昊天云袍		
25573	1571		蚩灵·雷剑照天衣		
25574	2078		蚩灵·九天玄女衣		
25575	2078		蚩灵·素衣天女袍		
25576	2089		蚩灵·八支圣道袍		
25577	2089		蚩灵·迦兰陀袈裟		
25578	1618		蚩灵·药师卫国战甲		
25579	1618		蚩灵·道济扬武掩心		
25580	1639		蚩灵·世南破邪衣		
25581	1639		蚩灵·遂良铭星氅		
25582	2688		蚩灵·勾绞蟒鳞衣		
25583	2688		蚩灵·纳魂赤珠袍		
25584	2429		蚩灵·啸凌胫甲		
25585	1572		蚩灵·昊天云裳		
25586	1572		蚩灵·雷剑照天裤		
25587	2079		蚩灵·九天玄女裤		
25588	2079		蚩灵·素衣天女裙		
25589	2090		蚩灵·八支圣道襟		
25590	2090		蚩灵·迦兰陀绑腿		
25591	1619		蚩灵·药师卫国腿甲		
25592	1619		蚩灵·道济扬武护腿		
25593	1640		蚩灵·世南破邪裤		
25594	1640		蚩灵·遂良铭星裳		
25595	2689		蚩灵·勾绞蟒鳞裤		
25596	2689		蚩灵·纳魂赤珠裳		
25597	2432		蚩灵·啸凌锦靴		
25598	1575		蚩灵·昊天云屐		
25599	1575		蚩灵·雷剑照天靴		
25600	2082		蚩灵·九天玄女履		
25601	2082		蚩灵·素衣天女靴		
25602	2093		蚩灵·八支圣道履		
25603	2093		蚩灵·迦兰陀长靴		
25604	1622		蚩灵·药师卫国马靴		
25605	1622		蚩灵·道济扬武战靴		
25606	1643		蚩灵·世南破邪靴		
25607	1643		蚩灵·遂良铭星履		
25608	2692		蚩灵·勾绞蟒鳞靴		
25609	2692		蚩灵·纳魂赤珠履		
25610	2431		蚩灵·啸凌束腰		
25611	1574		蚩灵·昊天云索		
25612	1574		蚩灵·雷剑照天带		
25613	2081		蚩灵·九天玄女腰		
25614	2081		蚩灵·素衣天女带		
25615	2092		蚩灵·八支圣道带		
25616	2092		蚩灵·迦兰陀裹腰		
25617	1621		蚩灵·药师卫国裹腰		
25618	1621		蚩灵·道济扬武腰带		
25619	1642		蚩灵·世南破邪带		
25620	1642		蚩灵·遂良铭星索		
25621	2691		蚩灵·勾绞蟒鳞带		
25622	2691		蚩灵·纳魂赤珠索		
25623	2433		蚩灵·啸凌金冠		
25624	1133		蚩灵·昊天云帽		
25625	1133		蚩灵·雷剑照天冠		
25626	2083		蚩灵·九天玄女冠		
25627	2083		蚩灵·素衣天女钗		
25628	1108		蚩灵·八支圣道帽		
25629	1108		蚩灵·迦兰陀金冠		
25630	1120		蚩灵·药师卫国巨盔		
25631	1120		蚩灵·道济扬武战盔		
25632	1124		蚩灵·世南破邪冠		
25633	1124		蚩灵·遂良铭星帽		
25634	2693		蚩灵·勾绞蟒鳞帽		
25635	2693		蚩灵·纳魂赤珠冠		
25636	2412		南皇·帝恨护手		
25637	1558		南皇·开天紫微手		
25638	1558		南皇·普化天尊握		
25639	1585		南皇·云霄青鸾握		
25640	1585		南皇·琼霄鸿鹄腕		
25641	1595		南皇·摩诃萨陀腕		
25642	1595		南皇·世尊护手		
25643	1605		南皇·忠义武圣握		
25644	1605		南皇·霸王乌金手		
25645	1625		南皇·澹斋临池腕		
25646	1625		南皇·元常妙迹手		
25647	2696		南皇·狞牙索命握		
25648	2696		南皇·玄鳞化龙手		
25649	2410		南皇·帝恨战衣		
25650	1556		南皇·开天紫微袍		
25651	1556		南皇·普化天尊衣		
25652	1583		南皇·云霄青鸾衫		
25653	1583		南皇·琼霄鸿鹄衣		
25654	1593		南皇·摩诃萨陀袍		
25655	1593		南皇·世尊袈裟		
25656	1603		南皇·忠义武圣甲		
25657	1603		南皇·霸王乌金衣		
25658	1623		南皇·澹斋临池衣		
25659	1623		南皇·元常妙迹袍		
25660	2694		南皇·狞牙索命袍		
25661	2694		南皇·玄鳞化龙衣		
25662	2411		南皇·帝恨护腿		
25663	1557		南皇·开天紫微裳		
25664	1557		南皇·普化天尊裤		
25665	1584		南皇·云霄青鸾裤		
25666	1584		南皇·琼霄鸿鹄裙		
25667	1594		南皇·摩诃萨陀裤		
25668	1594		南皇·世尊护腿		
25669	1604		南皇·忠义武圣装		
25670	1604		南皇·霸王乌金胫		
25671	1624		南皇·澹斋临池裤		
25672	1624		南皇·元常妙迹裳		
25673	2695		南皇·狞牙索命裤		
25674	2695		南皇·玄鳞化龙裳		
25675	2414		南皇·帝恨长靴		
25676	1560		南皇·开天紫微履		
25677	1560		南皇·普化天尊靴		
25678	1587		南皇·云霄青鸾靴		
25679	1587		南皇·琼霄鸿鹄履		
25680	1597		南皇·摩诃萨陀屐		
25681	1597		南皇·世尊金靴		
25682	1607		南皇·忠义武圣靴		
25683	1607		南皇·霸王乌金踏		
25684	1627		南皇·澹斋临池靴		
25685	1627		南皇·元常妙迹履		
25686	2698		南皇·狞牙索命鞋		
25687	2698		南皇·玄鳞化龙鞋		
25688	2413		南皇·帝恨腰带		
25689	1559		南皇·开天紫微索		
25690	1559		南皇·普化天尊带		
25691	1586		南皇·云霄青鸾索		
25692	1586		南皇·琼霄鸿鹄带		
25693	1596		南皇·摩诃萨陀带		
25694	1596		南皇·世尊束腰		
25695	1606		南皇·忠义武圣带		
25696	1606		南皇·霸王乌金索		
25697	1626		南皇·澹斋临池环		
25698	1626		南皇·元常妙迹带		
25699	2697		南皇·狞牙索命带		
25700	2697		南皇·玄鳞化龙索		
25701	2415		南皇·帝恨古冠		
25702	1132		南皇·开天紫微帽		
25703	1132		南皇·普化天尊冠		
25704	497		南皇·云霄青鸾冠		
25705	497		南皇·琼霄鸿鹄帽		
25706	1105		南皇·摩诃萨陀帽		
25707	1105		南皇·世尊金冠		
25708	1117		南皇·忠义武圣冠		
25709	1117		南皇·霸王乌金盔		
25710	1121		南皇·澹斋临池冠		
25711	1121		南皇·元常妙迹帽		
25712	2699		南皇·狞牙索命冠		
25713	2699		南皇·玄鳞化龙帽		
25714	1219		醉吟腰坠		
25715	1219		白面猿颅坠		
25716	1219		崇虎符		
25717	1219		流霞星容		
25718	1219		碧玉礼坠		
25719	1219		舍卫城令		
25720	1219		优塞丘坠		
25721	1219		凛严斗印		
25722	1219		开天狻猊坠		
25723	1219		管城怒		
25724	1219		颖哲玉坠		
25725	1219		灵蛰坠		
25726	1219		沼斗令牌		
25727	1208		听风项链		
25728	1208		碧霞元天环		
25729	1208		天化火龙链		
25730	1208		蚀骨古链		
25731	1208		艳质项链		
25732	1208		舍觉护符		
25733	1208		诸行离脱链		
25734	1208		龙茂项链		
25735	1208		孟琰护颈		
25736	1208		南夜腾蛟		
25737	1208		乱世苍浪		
25738	1208		剔目项饰		
25739	1208		择决腰坠		
25740	1238		九绝剑戒		
25741	1238		翻天骨戒		
25742	1238		藏魄奇戒		
25743	1238		月魁玉戒		
25744	1238		貌端心戒		
25745	1238		顺明分法戒		
25746	1238		离贪指环		
25747	1238		撒坚巨戒		
25748	1238		豪猪骨戒		
25749	1238		天殇古痕环		
25750	1238		惜金古蜀戒		
25751	1238		刹惮戒		
25752	1238		骨池环		
25753	1234		芜城扳指		
25754	1234		水德黑龙戒		
25755	1234		翼辅扳指		
25756	1234		桓楚戒		
25757	1234		臻萃指环		
25758	1234		定根精舍戒		
25759	1234		灭想戒		
25760	1234		燎原扳指		
25761	1234		鄂焕巨戒		
25762	1234		泼墨狂士戒		
25763	1234		琼宇飞凰环		
25764	1234		魑祟指环		
25765	1234		回风蝎骨戒		
25766	1210		磐剑护颈		
25767	1210		雷昆羽饰		
25768	1210		云鹏心		
25769	1210		鸳羽链		
25770	1210		灵珠项饰		
25771	1210		慧力项饰		
25772	1210		正念护颈		
25773	1210		绩谋项链		
25774	1210		火眸链		
25775	1210		弱水浮萍		
25776	1210		沙洲沉星		
25777	1210		百棘项圈		
25778	1210		澈漠链		
25779	1220		仙尉玉坠		
25780	1220		温良日游令		
25781	1220		乔坤夜游令		
25782	1220		玄女飞梭		
25783	1220		信冶玉坠		
25784	1220		应供护身符		
25785	1220		苦想惑		
25786	1220		七擒令		
25787	1220		戮异令		
25788	1220		黑浪追羽		
25789	1220		瀚海离情		
25790	1220		尾狩链		
25791	1220		魅虚符		
25792	1200		霆怒项链		
25793	1200		分水异兽目		
25794	1200		龙虎如意环		
25795	1200		颜倩项饰		
25796	1200		秀焕项链		
25797	1200		萨陀之愿		
25798	1200		善逝项链		
25799	1200		擒虎棘环		
25800	1200		高定血链		
25801	1200		万载风云链		
25802	1200		浩然丹心链		
25803	1200		绿渊蛇环		
25804	1200		蟒沥项链		
25805	1232		祁尘戒		
25806	1232		郁柳古戒		
25807	1232		计都石戒		
25808	1232		坤贞扳指		
25809	1232		瑶歌戒		
25810	1232		断德宝戒		
25811	1232		世间解		
25812	1232		忠略扳指		
25813	1232		泸水铁戒		
25814	1232		铁画龙吟戒		
25815	1232		银钩凤鸣环		
25816	1232		吴阴骨戒		
25817	1232		雾翔指环		
25818	1235		轻吕玄铁戒		
25819	1235		天眼墨麟戒		
25820	1235		罗睺血戒		
25821	1235		祥芝指环		
25822	1235		映霞七彩戒		
25823	1235		无量劫		
25824	1235		卷舌禅戒		
25825	1235		奎城铁卫戒		
25826	1235		荼那指环		
25827	1235		池鱼雪墨戒		
25828	1235		泪泉飞翠环		
25829	1235		寒鳞扳指		
25830	1235		碧蚕戒		
25831	1216		暮云剑佩		
25832	1216		金眼定瘟印		
25833	1216		公明定海珠		
25834	1216		弦归坠		
25835	1216		织羽天女佩		
25836	1216		善现咒		
25837	1216		金刚喻心印		
25838	1216		森悚腰坠		
25839	1216		云霞兽牙坠		
25840	1216		酹月霜痕戒		
25841	1216		龙离玉楼戒		
25842	1216		殇魂毒坠		
25843	1216		幽侯令		
25844	802		应彪袭		
25845	802		翼蔽南荒		
25846	802		天正虎牙囊		
25847	802		寒汀月		
25848	1579		异擢马靴		
25849	1579		金府古屐		
25850	1579		左辅铁靴		
25851	1579		少司锦履		
25852	1237		荆璞戒		
25853	1237		萧升宝戒		
25854	1237		方相开路印		
25855	1237		毕天指环		
25856	1087		金蛟手甲		
25857	1087		苟天长袖		
25858	1087		地捷铁手		
25859	1087		雉羽腕饰		
25860	488		鄂顺狼牙带		
25861	488		紫罗玉带		
25862	488		右弼护腰		
25863	488		显道丝索		
25864	50		靖难胸铠		
25865	50		靖难胸铠		
25866	50		靖难胸铠		
25867	50		靖难胸铠		
25868	458		乌蛮御武甲		
25869	458		乌蛮御武甲		
25870	458		乌蛮御武甲		
25871	458		乌蛮御武甲		
25872	1193		凌云无踪		
25873	1193		凌云无踪		
25874	1193		凌云无踪		
25875	1193		凌云无踪		
25876	1116		谈无欲	<Text>text="无欲心似水，有言气如霜。" font=100 </text>	
25877	1116		谈无欲	<Text>text="无欲心似水，有言气如霜。" font=100 </text>	
25878	1116		谈无欲	<Text>text="无欲心似水，有言气如霜。" font=100 </text>	
25879	1116		谈无欲	<Text>text="无欲心似水，有言气如霜。" font=100 </text>	
25880	1099		腾冲手甲		
25881	1099		腾冲手甲		
25882	1099		腾冲手甲		
25883	1099		腾冲手甲		
25884	809		龙纹乌号	<Text>text="良弓挟乌号，明甲有精光。" font=100 </text>	
25885	809		龙纹乌号	<Text>text="良弓挟乌号，明甲有精光。" font=100 </text>	
25886	809		龙纹乌号	<Text>text="良弓挟乌号，明甲有精光。" font=100 </text>	
25887	809		龙纹乌号	<Text>text="良弓挟乌号，明甲有精光。" font=100 </text>	
25888	1221		咤天符		
25889	1221		咤天符		
25890	1221		咤天符		
25891	1221		咤天符		
25892	2835		浮翠流丹		
25893	2835		浮翠流丹		
25894	2835		浮翠流丹		
25895	2835		浮翠流丹		
25896	752		雾谷灯蝶	<Text>text="雾谷风波，灯蝶潜形。" font=100 </text>	
25897	752		雾谷灯蝶	<Text>text="雾谷风波，灯蝶潜形。" font=100 </text>	
25898	752		雾谷灯蝶	<Text>text="雾谷风波，灯蝶潜形。" font=100 </text>	
25899	752		雾谷灯蝶	<Text>text="雾谷风波，灯蝶潜形。" font=100 </text>	
25900	468		倾忱上衣		
25901	468		倾忱上衣		
25902	468		倾忱上衣		
25903	468		倾忱上衣		
25904	1150		昙柯迦罗襟		
25905	1150		昙柯迦罗襟		
25906	1150		昙柯迦罗襟		
25907	1150		昙柯迦罗襟		
25908	459		南风不竞	<Text>text="酒尽灯残，南风不竞。" font=100 </text>	
25909	459		南风不竞	<Text>text="酒尽灯残，南风不竞。" font=100 </text>	
25910	459		南风不竞	<Text>text="酒尽灯残，南风不竞。" font=100 </text>	
25911	459		南风不竞	<Text>text="酒尽灯残，南风不竞。" font=100 </text>	
25912	809		蛮沼忽律		
25913	809		蛮沼忽律		
25914	809		蛮沼忽律		
25915	809		蛮沼忽律		
25916	2847		鲁壁玉戒	<Text>text="箫奏秦台，书开鲁壁。" font=100 </text>	
25917	2847		鲁壁玉戒	<Text>text="箫奏秦台，书开鲁壁。" font=100 </text>	
25918	2847		鲁壁玉戒	<Text>text="箫奏秦台，书开鲁壁。" font=100 </text>	
25919	2847		鲁壁玉戒	<Text>text="箫奏秦台，书开鲁壁。" font=100 </text>	
25920	54		殉义禅束		
25921	54		殉义禅束		
25922	54		殉义禅束		
25923	54		殉义禅束		
25924	1116		眉染春烟		
25925	1116		眉染春烟		
25926	1116		眉染春烟		
25927	1116		眉染春烟		
25928	2878		胜邪浪剑		
25929	2878		胜邪浪剑		
25930	2878		胜邪浪剑		
25931	2878		胜邪浪剑		
25932	2879		玉鼎定涛剑		
