ID	Name	BarText
2619	小雪球	堆雪球
2620	中雪球	堆雪球
2621	大雪球	堆雪球
2622	小雪堆	堆雪球
2623	肥料	
2624	门把手	
2625	农时	
2626	茶种	
2627	明矾	
2628	石桌	
2629	阵亡浩气弟子	
2630	蝙蝠帮门徒尸体	
2631	地鼠门门徒尸体	
2632	阵亡浩气女弟子	
2633		
2634	尸体	
2635	尸体	
2636	动物尸体	
2637	河蚌	
2638	归神草	
2639	席子	
2640	XXX2	
2641	川贝	
2642	虫草	
2643	麦冬	
2644	赤铁	
2645	月锡	
2646	金钱树	
2647	小金钱树	
2648	攻城器械	
2649	攻城器械	
2650	鱼腥草	采集
2651	赤炼菇	
2652	杜海	
2653	灵毒花	
2654	炼尸罐	
2655	散落的衣物	
2656	含羞草	
2657	机关石	
2658	令牌	
2659	粮草包	
2660	寂灭殿大门	开门
2661	鸣香草	
2662	玄雪子房门	
2663	牢笼	
2664	风筝	准备起飞
2665	散落的树枝	拾取中
2666	火盆	
2667	浩气盟尸体	
2668	天策尸体	
2669	毒酒	
2670	手信	
2671	小钱箱	
2672	钱袋	
2675	破碗	
2676	肥料2	
2677	肥料3	
2678	水桶2	
2679	水桶3	
2680	剪子2	
2681	剪子3	
2682	蓬莱秘符	
2683	圣蟾雕像	
2684	圣蛛雕像	
2685	破木板桥	
2686	香蕉树	
2687	香蕉	
2688	灵符	
2689	绿色植物	
2690	鲜花	
2691	青草	
2692	重力墙壁	
2693	黑铁之门	
2694	祭祀之门	
2695	矮小的绿色植物	
2696	复苏	
2697	建造中的机甲	
2698	建造中的机甲	
2699	红衣攻城器械	
2700	红衣攻城器械	
2701	兽笼	
2702	红衣兽笼	
2703	未知的失物	
2704	鸟巢	
2705	结实的树枝	
2706	上灵草	采集
2707	星宿包裹	
2708	星宿宝盒	
2709	星宿锦囊	
2710	星宿宝箱	
2711	星宿秘宝	
2712	轰炸	
2713	逐风剑	
2714	柔软的草	
2715	融天擂台火盆	
2716	一号风筝	起飞
2717	二号风筝	起飞
2718	三号风筝	起飞
2719	四号风筝	起飞
2720	pq火盆	
2721	前朝古器	拾取中
2722	大杀器储存箱	
2723	遗留的辎重箱	探囊取物
2724	九霄环佩	
2725	五行印	
2726	霸王鼎	
2727	碑铭·自题	抄录碑铭
2728	碑铭·倒句	抄录碑铭
2729	碑铭·醉题	抄录碑铭
2730	碑铭·春	抄录碑铭
2731	碑铭·秋	抄录碑铭
2732	碑铭·夜	抄录碑铭
2733	碑铭·念	抄录碑铭
2734	碑铭·苗岭异事其一	抄录碑铭
2735	碑铭·苗岭异事其二	抄录碑铭
2736	碑铭·苗岭异事其三	抄录碑铭
2737	碑铭·苗岭异事其四	抄录碑铭
2738	碑铭·苗岭异事其五	抄录碑铭
2739	碑铭·苗岭异事其六	抄录碑铭
2740	碑铭·苗岭异事其七	抄录碑铭
2741	碑铭·苗岭异事其八	抄录碑铭
2742	碑铭·天策新星	抄录碑铭
2743	碑铭·一战成名	抄录碑铭
2744	碑铭·白身入天策	抄录碑铭
2745	碑铭·力夺金牌	抄录碑铭
2746	碑铭·浩气主人	抄录碑铭
2747	碑铭·名满江湖	抄录碑铭
2748	碑铭·武林盟主	抄录碑铭
2749	碑铭·故人遗孤	抄录碑铭
2750	碑铭·九天初鸣	抄录碑铭
2751	碑铭·平天下	抄录碑铭
2752	碑铭·帝王野望	抄录碑铭
2753	碑铭·内乱新规	抄录碑铭
2754	碑铭·信念	抄录碑铭
2755	碑铭·剑之圣者	抄录碑铭
2756	碑铭·鬼谋	抄录碑铭
2757	碑铭·无机子创派	抄录碑铭
2758	碑铭·大饥荒之年	抄录碑铭
2759	碑铭·伪善本源	抄录碑铭
2760	碑铭·刺龙子与星见术	抄录碑铭
2761	碑铭·残酷门规	抄录碑铭
2762	碑铭·千秋法师	抄录碑铭
2763	碑铭·上代角木	抄录碑铭
2764	碑铭·金蝉蛊	抄录碑铭
2765	碑铭·泥鳅蛊	抄录碑铭
2766	碑铭·云南金沙蛊	抄录碑铭
2767	碑铭·四川彝蛊	抄录碑铭
2768	碑铭·植物蛊	抄录碑铭
2769	碑铭·针蛊	抄录碑铭
2770	碑铭·太上五蛊丸	抄录碑铭
2771	碑铭·太一追命丸	抄录碑铭
2772	碑铭·治人得药杂蛊方	抄录碑铭
2773	碑铭·犀角丸	抄录碑铭
2774	碑铭·制蛊毒方	抄录碑铭
2775	碑铭·龙女拜观音	抄录碑铭
2776	碑铭·泸沽湖的传说	抄录碑铭
2777	碑铭·洱海鱼鹰	抄录碑铭
2778	碑铭·女神的故事	抄录碑铭
2779	碑铭·火把节的传说	抄录碑铭
2780	碑铭·泼水节	抄录碑铭
2781	碑铭·四凶—饕餮	抄录碑铭
2782	碑铭·四凶—梼杌	抄录碑铭
2783	碑铭·四凶—穷奇	抄录碑铭
2784	碑铭·四凶—混沌	抄录碑铭
2785	碑铭·军队体制编制	抄录碑铭
2786	碑铭·禁军	抄录碑铭
2787	碑铭·团结兵	抄录碑铭
2788	碑铭·唐后期的军队	抄录碑铭
2789	碑铭·藩镇军	抄录碑铭
2790	碑铭·共叔段起兵	抄录碑铭
2791	碑铭·北地都督	抄录碑铭
2792	碑铭·大理宫与天龙寺	抄录碑铭
2793	碑铭·六脉神剑	抄录碑铭
2794	碑铭·第一家	抄录碑铭
2795	碑铭·家族的威胁	抄录碑铭
2796	碑铭·两宫之争	抄录碑铭
2797	碑铭·不牢固的战车	抄录碑铭
2798	碑铭·红尘	抄录碑铭
2799	碑铭·圆睿	抄录碑铭
2800	碑铭·心结	抄录碑铭
2801	碑铭·文小月·一	抄录碑铭
2802	碑铭·文小月·二	抄录碑铭
2803	碑铭·遗风公子	抄录碑铭
2804	碑铭·月圆之变	抄录碑铭
2805	碑铭·一怒倾城	抄录碑铭
2806	碑铭·英雄的族	抄录碑铭
2807	碑铭·王与四勇士	抄录碑铭
2808	碑铭·天上神	抄录碑铭
2809	碑铭·神木	抄录碑铭
2810	碑铭·舞与猎	抄录碑铭
2811	碑铭·花山节	抄录碑铭
2812	碑铭·羊与鹿	抄录碑铭
2813	碑铭·虎与狼	抄录碑铭
2814	碑铭·无心岭	抄录碑铭
2815	碑铭·五圣教村落	抄录碑铭
2816	碑铭·圣兽潭	抄录碑铭
2817	碑铭·锭山瀑布	抄录碑铭
2818	碑铭·大祭坛	抄录碑铭
2819	碑铭·祝融神殿	抄录碑铭
2820	碑铭·花俏书生	抄录碑铭
2821	碑铭·洱海王子	抄录碑铭
2822	碑铭·六诏之乱	抄录碑铭
2823	碑铭·牡丹与阿萨辛	抄录碑铭
2824	碑铭·六大恶魔	抄录碑铭
2825	碑铭·塔洛马蒂之鼻	抄录碑铭
2826	碑铭·蛇厨子	抄录碑铭
2827	碑铭·背叛的后果	抄录碑铭
2828	碑铭·背棺者	抄录碑铭
2829	碑铭·爱与责任	抄录碑铭
2830	碑铭·红尘相守	抄录碑铭
2831	碑铭·永远的伴	抄录碑铭
2832	碑铭·卫七少	抄录碑铭
2833	碑铭·千里相送	抄录碑铭
2834	碑铭·黄山盗书	抄录碑铭
2835	碑铭·神偷侠盗	抄录碑铭
2836	碑铭·绝代双骄	抄录碑铭
2837	碑铭·中土之行	抄录碑铭
2838	碑铭·阴阳论	抄录碑铭
2839	碑铭·多歧路	抄录碑铭
2840	碑铭·二元阿萨辛	抄录碑铭
2841	碑铭·少女旧事	抄录碑铭
2842	碑铭·两心知	抄录碑铭
2843	碑铭·负心人	抄录碑铭
2844	碑铭·当时的心情	抄录碑铭
2845	碑铭·曾记得	抄录碑铭
2846	碑铭·贤妻的规条	抄录碑铭
2847	碑铭·爱子的下落	抄录碑铭
2848	碑铭·醒来之日	抄录碑铭
2849	碑铭·乌蒙贵的作品	抄录碑铭
2850	碑铭·蟒熊猿狼	抄录碑铭
2851	碑铭·标本之蛇与猿	抄录碑铭
2852	碑铭·标本之熊与狼	抄录碑铭
2853	碑铭·荷	抄录碑铭
2854	尸体	
2855	老蒋	交谈
2856	风筝骨架	
2857	千秋锁	
2858	苍耳子	采集中
2859	文露囚笼	
2860	文露囚笼	
2861	浄琉璃	
2862	三生石	
2863	摄魂草（测试用）	采集
2864	沉香木（测试用）	劈开
2865	山河宴	
2866	南山宴	
2867	东海宴	
2868	汉宫宴	
2869	玉笛谁家听落梅	
2870	二十四桥明月夜	
2871	鸳鸯烩珍宴	
2872	蜀味烘焙宴	
2873	汇珍宴	
2874	70~80级通用动物遗体	
2875	正入口铁门	
2876	入口边门	
2877	劈开的沉香木（测试用）	拾取
2878	尸体	
2879	布匹	拾取中
2880	古墓石门	打开石门
2881	彩虹山风筝	起飞
2882	露水	收集
2883	蚀心草	采集
2884	宝箱	
2885	红衣教武器	
2886	红衣教武器	
2887	龙纹石板	
2888	幽若花	
2889	苍霜子房门	
2890	魅梦屏风	
2891	圣红灯台	
2892	床	
2893	水潭	
2894	蛇洞	
2895	破旧的石碑	
2896	不知名的古书	
2897	赛马旗	
2898	奇怪的残页	
2899	浩气盟军旗	
2900	恶人谷军旗	
2901	军旗	
2902	试验用大DOODAD	
2903	场景破坏1	
2904	破损石柱	
2905	未破损石柱	
2906	大门	
2907	侧门	
2908	绣球花幼苗	
2909	绣球花	
2910	万寿菊幼苗	
2911	万寿菊	
2912	木芙蓉幼苗	
2913	木芙蓉	
2914	恶人谷军旗	
2915	浩气盟军旗	
2916	军旗	
2921	冰石壁	
2922	稻草人·守	
2923	稻草人·卫	
2924	稻草人·护	
2925	稻草人·固	
2926	冰颜草	采集
2927	绽心莲	采集
2928	不老藤	采集
2930	岁月花	摘取岁月花
2931	鸳鸯宝箱	开启鸳鸯宝箱
2932	被冻住的小鸟	拯救小鸟
2933	关贺兰枫的笼子	
2955	生菜	
2956	松动的岩石	正在破坏
2957	莲花灯	
2958	花灯残骸	拾取花灯残骸
2959	中秋大红灯笼	
2960	中秋红灯笼串	
2961	中秋月饼一层1	
2963	中秋月饼二层1	
2965	中秋月饼三层1	
2967	中秋月饼四层1	
2969	莲蓬	
2970	鸟窝	
2971	散落的枯树枝	
2972	散落的诗稿	
2974	藏起来的画稿	
2975	遗留的兵器	
2976	树中秋花灯	
2977	内力缺口	
2978	天雷阵光圈	
2988	蓝色荷花灯	拾取花灯
2989	红色荷花灯	
2990	桃花灯	放飞花灯
2991	有鱼灯	放飞花灯
2992	元宝灯	放飞花灯
2998	铁砧	
2999	小饼的材料1	
3000	小饼的材料2	
3001	小饼的材料3	
3002	中秋礼盒	打开礼盒
3003	屏风	
3004	牢笼	
3005	大木箱	
3006	大罐子	
3007	神秘的机关	正在打开机关
3008	火龙巷石柱上半部分倒下	
3011	土堆	
3012	二连布屏风	
3013	布屏风	
3014	损坏的机甲人	捡取
3015	损坏的机关零件	拾取
3016	精巧的机关部件	
3017	神秘的机关匣	探索
3018	莲花花簪	拾取
3020	肥厨案台	
3021	清水大缸	
3022	肥厨大锅	
3023	酒坛子堆	
3024	薄荷	采集
3025	鲜笋	采集
3026	解百草	采集
3027	全猪	拾取
3028	唐门货箱	打捞
3029	凌寒石	剥离
3030	溺水弟子	救起
3031	门	
3032	换衣间	
3033	帐篷	
3034	浩气盟战旗	
3035	兵器架	
3036	恶人谷战旗	
3037	帐篷	
3038	辎重箱	
3039	兵器架	
3040	轴重箱	
3041	锅	
3042	火龙巷石柱上半部分	
3043	火龙巷石柱空模	
3044	墙壁	
3045	废弃的箭矢	收集箭矢
3046	木箱	
3047	好门	
3048	坏门	
3049	火龙巷石柱上半部分直立	
3050	门	
3051	第一密室墙	
3052	止血草	采集
3053	易容花	采集
3054	解毒草	采集
3055	娇颜花	采集
3056	雷震子	
3057	热气腾腾的铁锅	
3058	遗弃的血衣	
3059	石柱直立	
3060	石柱倒下	
3061	帐篷	
3062	小帐篷	
3063	果篮	
3064	一堆污秽的脏东西	
3065	酒坛子	
3066	死水水种	收集死水水种
3067	内核火源	收集内核火源
3068	墙壁破损	
3069	楼台	
3071	包裹	
3072	达摩僧的衣物	
3073	大门	
3074	机关门	
3075	木制机关	
3076	实验用大DOODAD	
3077	修行僧的木鱼	
3078	修行僧的念珠	
3079	柱底座	
3080	柱子1	
3081	柱子2	
3082	柱子3	
3083	柱子4	
3084	底座	
3085	底座破碎	
3086	破碎后的底座	
3087	剑柱	
3088	石墙	
3089	铁柱	
3090	木柴堆	
3092	七夜一盏灯	采集
3093	木甲片	拾取
3094	柏木	收集
3095	铁矿	挖铁
3099	小水桶	
3100	大水桶	
3101	南诏帅旗	夺取
3102	帮会物资箱	
3103	未装满的帮会物资箱	
3104	蹦床	操作
3105	机关锁	启动机关
3106	青龙仙茗	
3107	关卡告示	
3108	竹篮婴儿	打捞
3112	无香真水	取水
3113	月鸿仙泉	取水
3114	灵山妙雨	取水
3115	翠竹朝露	取水
3116	阳崖云泉	取水
3117	藤蔓	死里逃生
3119	虫草	采集
3120	玉坠	拾取
3121	琵琶	
3122	破琵琶	
3123	稻草人	
3125	外务府宝箱	打开
3126	内务府宝箱	打开
3147	毒液	
3148	帮会饺子宴席	
3150	浩气盟战死者	
3151	恶人谷战死者	
3152	损坏的车	
3153	损坏的箱子	
3157	冬之宴席	冬至盛宴
3158	冬至宴席	冬至盛宴
3159	五毒帽子	
3160	唐门熊猫	
3163	大门	
3166	胡月钥匙宝箱	开启
3171	春节恩荣宴	
3172	春节喜庆盆栽	
3173	春节吉祥盆栽	
3174	春节福牌	
3175	主城对联横幅	
3176	主城对联竖排左	
3177	主城对联竖排右	
3178	春节喜庆灯笼	
3179	春节吉祥灯笼	
3180	春节喜庆烟花	点燃
3181	新春灯笼	
3182	星月烟花	
3183	小星月烟花	
3184	锦囊	拾取
3185	散落的剑身	
3186	散落的剑鞘	
3187	正阳之纪	
3188	御神之纪	
3189	碎星之纪	
3190	残雪之纪	
3191	守护雕像	
3192	镇庄之剑	
3193	尸体	
3194	尸体	
3195	尸体	
3196	尸体	
3197	尸体	
3198	尸体	
3199	散落的经文	拾取
3200	大门	
3201	尸体	
3202	尸体	
3203	尸体	
3204	范围	
3205	塔林的石碑	抄录
3206	塔林的石碑	抄录
3207	浩气盟军旗	
3208	恶人谷军旗	
3209	中立军旗	
3213	范围	
3214	机关	
3215	尸体	
3216	烛台	
3217	火	
3218	野菜篮子	捡起
3219	龙门	
3220	旗帜	
3221	飘零的花瓣	拾起
3222	沐浴桶	
3224	七窍返心枝	采集
3225	酒壶	采集
3226	月影菇	采集
3228	栅栏	
3229	围栏	
3230	围栏	
3231	围栏	
3232	弩筒 	
3233	大门	
3234	待装的弩车	
3235	浩气盟旗帜	
3236	恶人谷旗帜	
3251	积雪	
3254	茶几	吃茶
3257	浩气盟大旗	
3258	恶人谷大旗	
