id	content
1575	　　王遗风【48岁】\n\n　　十大恶人之首\n　　“一醉江湖三十春，焉得书剑解红尘” \n　　红尘一支，武林之中向来少有人知其来历，它是个素来一脉单传的门派，红尘武学，最重修习心神，非智慧圆融之人无法窥其门径，以己之心静，操敌之心志乃此派武学之最高境界，招式拼杀，反为末流武技。红尘弟子向来游戏风尘，潇洒无拘，王遗风便是这红尘这一代的传人。
1576	\n　　红尘弟子，向来为心思极为敏捷，智慧通达圆睿之人，王遗风便是此等样人，周神功元年（公元697年），王遗风生于鲁地书香名门王家，他少年早慧，心思远较他人敏锐，诸人表里不一之处，笑里藏刀之言，他竟能一一察觉，寻常童子，多见他人温和良善之处，他却自小早已尽知人心险恶之处，童子天真无虑之乐，他全无机会体会，此等痛苦，他自经事之始便时时经历，却全无法向他人倾诉，心内煎熬，可想而知。
1577	\n　　王家家中建有置书之楼，其中藏书之丰，几尽囊括经史集注，王遗风为求一解，自六岁便埋首楼中，常初读儒学，再阅法家，兼涉阴阳、周易，十年之中，他便阅经史百家之作，于诸家之言论尽皆领会，却仍未能解心头之苦，唐开元元年（公元713年），红尘上代弟子严纶云游鲁地。他听闻王遗风特异之处，遂前往王府一会，王遗风天资正合红尘武学所尊之道，红尘门派之旨，王遗风也颇为心动，遂追随严纶出家休习武学心法。
1578	\n　　王遗风随严纶习武，他于红尘武学之悟性甚高，十一年后，武功大成之后，他再出江湖游历，未想他心头之结，却不散反深，盖因红尘心法，本重体察外敌，他修习之后，于他人心内所思之事了解得更加细致，那表里如一之人，本来便是旷世难寻，而口是心非之人，却是遍地皆是，他所见之人每多一个，眼中的人世便愈加暗淡一分，他每有闲暇，便会陷入这等心结之中，几番都欲举掌尽了愁绪。
1579	\n　　唐开元十九年（公元731年），王遗风因叶凡之事前往唐门，事了之后，途经巴蜀自贡，他在那里遇到了小月，那是他生命中最为重要之人。\n　　自贡有个桃香楼，文小月便是那楼中的一名舞妓，唐开元十九年（公元731年）八月初四夜，王遗风路经桃香楼旁，楼中欢歌不绝，他怅然抬头，却为那眼神所惊，那满天飞雪，雕廊画栋，便只凝成那窗中的女子。
1580	\n　　她罗衣半解，作于恩客怀中，她目光清澈剔透，明亮如星，仿如从不曾为这尘世所染，从她的眼中，王遗风看不到一丝人世的污秽和虚假，王遗风这三十年的烦恼，仿如便忽然有了一个出口，他胸中热血激荡，激动莫名，直欲纵声长啸，但深怕这只是梦境一场，为他一啸惊醒，他决意要向这女子询问为何如此青莲独世，淤泥不染。\n　　那夜，后来驰名天下的雪魔便在漫天的风雪中静静的站立了一个晚上，他听那楼中软语温歌，看那窗内灯火阑珊，直到夜阑人静，万物息声，雪湿重衣。
1581	\n　　她叫文小月，她得听到窗外雪声风声，知道这夜雪大风寒，却并没有发现窗下的那个默立的白衣男子，文小月天生瞽目，在她的世界里，一且都是黑色的，她从来也不知道，世上如王遗风这等风范之人何等稀少难见，即便看到了，那也只是她生命中的一个匆匆过客而已，风雨飘萍，从来不曾令她心意稍有改变，她在意的，只有她的那些孩子而已，苏三爷每次来她这里，都会留下不菲的银钱，那该能让三财和四宝换上过年的新衣了。
1582	\n　　大金已经在衙门的李捕头那里打上下手了，这样家中的状况又有了好转了吧，想到这里，耳边苏三爷的闲杂言语便如轻烟过耳，文小月无明的眼中便似要泛出光采来。\n　　那日开始，桃香楼有了一位新的客人，他气度恢弘，潇洒儒雅，一望便知是饱读诗书的高士，旁人皆以王公子相称，王公子每来桃香楼，只点文小月相陪，若然有人先行有约，他便端坐等候。文小月从此有了一位有趣的朋友，别人都叫他王公子，日子久了，她便知道他叫王遗风。
1583	他与其他客人不同，每日来了之后，只是与小月闲聊，他见识广博，天南海北，闲闻逸事，野史奇人，每日里不绝于口，绝无雷同之时，常常让她掩口而笑，文小月话却不多，王遗风说得半日，她常常应以数语，便说些家长里短，她却知道他听得认真耐心无比。她初时说她幼年目盲，从来看不到东西，王公子便长叹：“天下不如意事十常八九，不必在意”。
1584	她说到十五岁那年，收养他们的姥姥死了，她和大金，二银三个人挣扎度日，饿的恨了，王公子便默然不语，待她说道自己托身青楼，一家人度日渐易，后来拣来三财四宝，时日却又艰难之时，室内却已静寂无音，那王公子却不知何时离去了，却连她这耳聪之人也没有听到，她心下好生失望。
1585	　　少林\n\n　　少林寺创建于北魏孝文帝太和十九年（公元495年）。当时， 天竺僧人跋陀由西域跋涉儿来，得到虔信佛学的孝文帝的礼敬。 跋陀见嵩山很象一朵莲花，便有意在「花」中立寺，嵩山由太室山和少室山组成，孝文帝遂在少室山建造少林寺供养跋陀。后来又过了三十余年，南天竺僧人菩提达摩来到少林寺，广罗弟子，传授禅宗，成为中国佛教禅宗的开山祖师。达摩，全称菩提达摩，南天竺人，婆罗门种姓，自称佛传禅宗第二十八祖。南朝梁武帝时航海到广州。梁武帝信佛。
1586	\n　　达摩至南朝都城建业会梁武帝，面谈不契，遂一苇渡江，北上北魏都城洛阳，后卓锡嵩山少林寺，面壁九年，传衣钵于慧可。后出禹门游化终身。东魏天平三年（公元536年）卒于洛滨，葬熊耳山。\n　　达摩在中国始传禅宗，“直指人心，见性成佛，不立文字，教外别传”，经二祖慧可，三祖僧、四祖道信、五祖弘忍、六祖慧能等大力弘扬，终于一花五叶，盛开秘苑，成为中国佛教最大宗门，后人便尊达摩为中国禅宗初祖，尊少林寺为中国禅宗祖庭。
1587	\n　　少林寺自从李世民还是秦王时就与李姓王朝结下不解之缘。少林僧兵，起初只是一个为维护寺院不受社会战乱侵扰而建立的武装组织。至隋末唐初，隋将王世充拥兵东都称帝，国号为郑，并命其侄王仁则为大将军，在柏谷庄设重兵建城池，以阻挡秦王李世民东进。唐武德三年，高祖李渊命其子李世民统领诸路军马前往征讨王世充，李初战失利，此时，驻守柏谷庄的少林武僧志操、惠锡、昙宗等十三名武僧因不满王仁则侵占少林寺封地，便“率众以拒伪师”。昙宗等十三武僧夜间攻入郑兵大营，生擒王仁则，献于李世民，为秦王统一全国立下了汗马功劳。
1588	\n　　李世民登基后对少林武僧大加对赏，赐少林寺田地四十顷，水碾一具。十三棍僧俱受封赏，对昙宗为大将军。 \n　　此后历经战争洗礼，少林武功日趋成熟。武则天一代时更是千方百计保存李氏血脉，与天策府一起，成为李家的坚实后盾。光明寺一战，少林众僧大显神威，少林武学正统之威重现江湖。自那以后，谁都知道要想与大唐为敌，必须先过少林寺这一关，到了杨国忠这一代，更是欲将少林这个对朝中许多大臣都有影响力的门派铲除。他一面控制神策军打压天策府，一面从天竺请来迦兰高僧，以图在信仰上将少林击倒。
1589	　　纯阳\n\n　　纯阳教是由吕洞宾在华山之巅建立的一大道家教派，讲究以气修身，以气养神，久而久之竟悟出一门以气御剑的武功。大唐以李姓建国，所以认李耳为先祖，大多皇族也有信仰道教。\n　　吕洞宾共收了六个弟子。其中，谢云流和李忘生，是纯阳还未建成便跟着吕洞宾修道了，两人跟师傅做了好些事情，所以，三人感情很深。景龙元年六月（公元710年），唐中宗去世，韦后临朝，立子重茂为帝。
1590	\n　　睿宗之子李隆基与太平公主发动政变，围杀韦后及安乐公主，逼重茂逊位，拥立睿宗。很不幸的是谢云流与李重茂乃是挚友，因而谢云流也被认为是韦氏余党，但谢云流的武功当年早已远超同辈同门师兄，于是宫中径直向纯阳教颁下诏书，令之擒拿谢云流自首。吕洞宾虽然知道徒弟所做为，但毕竟疼如骨肉，怎么忍心将谢云流交出去。但是朝廷要人又不能不给。吕洞宾找来李忘生，二人商议如何保住谢云流，又不致与朝廷冲突。
1591	\n　　思来想去，还是决定让谢云流出去躲躲，至于朝廷，吕洞宾决定进京面圣独自承担此事，只求放过纯阳弟子。李忘生舍不得师傅，忍不住责怪大师兄。吕洞宾只说：“事已至此，总要有人承担，可不能为了（我）一个人，让纯阳众多弟子受苦……”谢云流在门外，恰好听到师傅和师弟最后的这些对话，便以为师傅要将自己交给朝廷，转身就要走。吕洞宾闻声追出来，谢云流更是施展轻功要拜托师傅，吕洞宾知其误会了，急忙赶上。谢云流只当师傅要抓自己给朝廷，情急之下出手打了吕洞宾一掌。
1592	\n　　毫无防备的吕洞宾被已经有自己七分火侯的谢云流震退了三步，谢云流连忙夺门而出，众师兄弟见谢云流如此，皆指责大师兄谢云流的不是，但只有吕洞宾清楚并能体谅谢云流当时的心情。唐玄宗知道如此后，也不便再追究吕洞宾了。\n　　开元二十三年，李忘生刚接手纯阳。丐帮这时正欲联合武林各派打击明教，少林不肯出手相助，丐帮遂转而向纯阳。李忘生听从于睿的建议，拒绝了丐帮，反而好言相劝让丐帮打消此次争战。后来，丐帮和唐门大败于枫华谷，丐帮便怀疑是否纯阳做鬼，可一直苦于无证据。
1593	　　长歌门\n\n　　长歌门创立于武德六年（公元623年）。隋末，各地起义讨伐隋炀帝。在战乱的时候，民不聊生，然而总有这么些人能在一切时候抓住机会大捞一笔。杨子敬就是这样一个人，他在那个时候靠倒卖私盐，发了大财。唐朝建立，国家情势逐渐稳定，遂在浙江千岛湖建了“相知山庄”。大发请柬请各地文人骚客到岛上一聚。那千岛湖本是风景美不胜收，让人流连忘返，加上各地文人难得这么一聚，大家互相切磋文采，畅谈抱负志向，更是不忍离去。
1594	\n蹲星伏虎\n\n面南背北直身站立，两腿横开与肩同宽，两脚平直，脚尖稍里扣，双手下垂于两大腿外侧，掌心相对，掌指朝下，下颏微收，百会上顶，扬眉怒目，眼视正前方。\n\n气沉丹田，精神饱满。鼻吸鼻呼。意念集于脐下丹田。
1595	\n力按千斤\n\n两脚横开比肩略宽，两脚平直，双足尖稍里扣，颈项竖直，百会上顶，沉肩松胯，下颏微收,口微闭，舌尖紧舐上腭，双目凝视正前方。两手下垂分别置于两大腿外侧，肘关节微曲，双掌稍微外撑，掌心向下，十指朝前。\n\n逆式呼吸，意念轻守丹田。 
1596	\n猛虎推山\n\n接上式，按逆式呼吸静立调息1分钟后，吸气，双手同时向后、向上划弧至两肩前，十指向上，掌心向前，同时，收提肛门和睾丸，然后呼气，十趾猛抓地，全身之气力集中在双手上，双掌如推千斤重物向前缓慢推出，意念内气从双掌心及十指尖奔泻而出，呼气时全身紧张，松肛，松睾丸。吸气时双手回收并向右、向上划弧转圈于肩前，呼气时双掌推出。
1597	\n凤凰展翅\n\n接上式，采用逆式呼吸，鼻呼鼻吸。吸气时双手小臂分别向左右两侧抬起.肘尖向下,沉肩挺胸,双掌高与肩平齐,掌心分向左右,手掌稍下坠，腕关节向背侧凸起，同时收提肛门及睾丸，然后十趾抓地，双手如推千斤重物用力向外推去，意念内气从丹田上升至膻中穴，再分向两肩腋下沿手臂内侧向十指及掌心奔泻。呼气时全身放松，松肛、松睾丸，双手收回如原来姿势，意领内气从手臂外侧上升过头部返回丹田。
1598	\n海底捞沙\n\n接上式，采用顺式呼吸，鼻呼鼻吸。吸气时双臂下垂置于腹前，肘关节略外撑，双手握拳，拳面相对，拳心向下，意守丹田(如图7).呼气时,慢慢弯腰,双拳变掌,掌心向下,掌指相对，随身体向下按压，同时放松肛门，睾丸，至双掌心触地时，气刚好呼尽，意念内气全部贯注入双掌，然后双掌变拳，如持千斤重物缓慢上提，上身徐徐直腰，同时吸气，提肛，手睾丸，意念内气从双掌返回丹田。
1599	\n　　起手走穿连，二气潜互绵，\n\n　　风云悟真意，流水自延年。\n\n　　若问防身技，圈圈套圆圆，\n\n　　回转击拿穴，自笑老神仙。\n\n　　《纯阳诀》乃纯阳基本剑法。进入纯阳首先要剔除欲望，剑气平淡中见真气。
1600	\n点剑式\n动作：腕部放松，突然屈腕上提。\n力点：剑尖。\n劲力：从腰经肩到臂贯至腕。\n要点：松腕蓄劲、肘微屈微上提、肩下沉。\n眼看：剑尖。\n\n刺剑式\n动作：剑尖向一个方向动作，直取对方。臂由屈而伸，与剑成一直线。\n力点：剑尖。\n劲力：从腰经肩到大臂贯至小臂。\n要点：用腰劲、肘屈大小臂角度由小变大。\n眼看：剑尖所刺目标。
1601	劈剑式\n动作：立剑，剑与臂成一直线，从上向下用力运动。\n力点：剑下刀。\n劲力：从腰经肩到臂。\n要点：用腰劲。\n眼看：剑刃所劈目标。\n\n挂剑式\n动作：剑尖后勾，立剑由前向后上方或后下方格开对方的进攻。\n力点：剑刃前部。\n劲力：从腰经肩到臂贯至腕。\n要点：含胸，转腰，剑贴身走立圆。\n眼看：剑尖。
1602	撩剑式\n动作：立剑由后前上方撩出，撩出对方的进攻。\n力点：剑刃前部。\n劲力：从腰经肩贯至臂。\n要点：含胸、转胸，剑贴身走立圆。\n眼看：剑尖、对方目标。\n\n云剑式\n动作：平剑在头前上方或头顶平圆环绕，用以拔开对方的进攻。\n力点：剑刃。\n劲力：从腰经肩到臂贯至腕。\n要点：微仰头，剑略靠近头，不超过头后部；绕环要平，以腕为轴，翻腕要松，用腰劲。\n眼看：剑尖。
1603	抹剑式\n动作：平剑由左向右或由右向左领带。\n力点：剑刃，顺剑滑动。\n劲力：从腰经肩到臂贯至腕。\n要点：用腰，协调。\n\n带剑式\n动作：平剑由前向侧后方抽回。\n力点：剑刃。\n劲力：从腰经肩到臂贯至腕。\n要点：先前送，后翻腕划孤回抽。
1604	\n\n相传公孙之剑舞，源自于战国时期教越女阿七剑法的猿公，但在魏晋就已经失传了，直自唐初乱世才被名侠张初尘（红拂）寻得，这才得以传续下来，到这一代传人分别就是公孙幽与她的同胞妹妹公孙盈。\n\n两姐妹天资卓越，在原有剑舞基础上分别加以改进，使其在威力与姿态上都更胜从前。公孙幽剑法优雅飘逸，更像舞步，而公孙盈却把猿公剑的凌厉迅速的发挥到了极至。
1605	\n\n公孙姐妹早年共同研习剑技之时，\n曾依照各自路数创有两套剑法。\n\n公孙幽运使《江海凝波剑》，\n公孙盈运使《山河流云剑》，\n两套剑法合力使出，威力极大，\n后来姐妹两人因事反目，\n这两套剑法却从未同现江湖。
1606	\n\n七秀神兵之一:\n御神\n\n外观：长三尺三寸，重六十六两六钱。\n\n来历：西湖湖底所得多把古越国宝剑的其中一把经多道工序，历时五年在高温下精炼而成。\n\n下落：第一届名剑大会后为七秀坊公孙大娘所得，现藏于西湖七秀坊。
1607	\n\n七秀神兵之二:\n留情\n\n外观：长二尺一寸，重三十一两五钱，无鞘。\n\n来历：霸刀柳风骨早年特为公孙大娘打造的定情信物，取北国长白山天池铁螺木合柳家所藏青金，由柳五打造，剑鞘存于霸刀山庄。\n\n下落：现在小七之手
1608	\n\n观公孙大娘弟子舞剑器行并序\n\n昔有佳人公孙氏，一舞剑器动四方。\n观者如山色沮丧，天地为之久低昂。\n爧如羿射九日落，娇如群帝骖龙翔。\n来如雷霆收震怒，罢如江海凝清光。\n绛唇珠袖两寂寞，晚有弟子传芬芳。\n临颍美人在白帝，妙舞此曲神扬扬。\n与余问答既有以，感时抚事增惋伤。\n先帝侍女八千人，公孙剑器初第一。\n五十年间似反掌，风尘澒洞昏王室。\n梨国子弟散如烟，女乐馀姿映寒日。\n金粟堆南木已拱，瞿塘石城草萧瑟。\n玳弦急管曲复终，乐极哀来月东出。\n老夫不知其所往，足茧荒山转愁疾。
1609	\n　　太宗曰：“高丽数侵新罗，朕谴使谕，不奉诏。将讨之，如何？”\n　　靖曰：“探知盖苏文自恃知兵，谓中国无能讨，故违命。臣请师三万擒之。”\n太宗曰：“兵少地遥，以何术临之？”\n靖曰：“臣以正兵。”\n　　太宗曰：“平突厥时用奇兵，今言正兵，何也？”\n　　靖曰：“诸葛亮七擒孟获，无他道也，正兵而已矣。”\n　　太宗曰：“晋马隆讨凉州，亦是依八阵图，作偏箱车。地广，则用鹿角车营；路狭，则为木屋施于车上，且战且前。信乎，正兵古人所重也！”
1610	\n　　靖曰：“臣讨突厥，西行数千里。若非正兵，安能致远？偏箱、鹿角，兵之大要，一则治力，一则前拒，一则束部伍，三者迭相为用，斯马隆所得古法深矣。”\n　　太宗曰：“朕破宋老生，初交锋，义师少却。朕亲以铁骑自南原驰下，横突之，老生兵断后，大溃，遂擒之。此正兵乎？奇兵乎？”\n　　靖曰：“陛下天纵圣武，非学而能。臣按兵法，自黄帝以来，先正而后奇，先仁义而后权谲。且霍邑之战，师以义举者，正也；建成坠马，右军少却者，奇也。”
1611	\n　　太宗曰：“彼时少却，几败大事，曷谓奇邪？”\n　　靖曰：“凡兵以前向为正，后却为奇。且右军不却，则老生安致之来哉？法曰：‘利而诱之，乱而取之。’老生不知兵，恃勇急进，不意断后，见擒于陛下。此所谓以奇为正也。”太宗曰：“霍去病暗与孙、吴合，诚有是乎！当右军之却也，高祖失色，及朕奋击，反为我利，孙、吴暗合，卿实知言。”\n太宗曰：“凡兵却，皆谓之奇乎？”
1612	\n　　靖曰：“不然。夫兵却，旗参差而不齐，鼓大小而不应，令喧嚣而不一，此真败却也，非奇也；若旗齐鼓应，号令如一，纷纷纭纭，虽退走，非败也，必有奇也。法曰：‘佯北勿追’，又曰：‘能而示之不能’。皆奇之谓也。”太宗曰：“霍邑之战，右军少却，其天乎？老生被擒，其人乎？”\n　　靖曰：“若非正兵变为奇，奇兵变为正，则安能胜哉？故善用兵者，奇正在人而已。变而神之，所以推乎天也。”\n　　太宗俛首。
1613	\n　　太宗曰：“奇正素分之欤？临时制之欤？”\n　　靖曰：“按《曹公新书》曰：‘己二而敌一，则一术为正，一术为奇；己五而敌一，则三术为正，二术为奇。’此言大略耳。惟孙武云：‘战势不过奇正，奇正之变，不可胜穷。奇正相生，如循环之无端，孰能穷之？’斯得之矣，安有素分之邪？若士卒未习吾法，偏裨未熟吾令，则必为之二术。教战时，各认旗鼓，迭相分合，故曰分合为变，此教战之术尔。教阅既成，众知吾法，然后如驱群羊，由将所指，孰分奇正之别哉？孙武所谓‘形人而我无形’，此乃奇正之极致。是以素分者，教阅也；临时制变者，不可胜穷也。”
1614	\n\n中医的医术往往又称为“岐黄之术”，黄指的是轩辕黄帝，岐是他的臣子岐伯。\n\n相传黄帝常与岐伯、雷公等臣子坐而论道，探讨医学问题，对疾病的病因、诊断以及治疗等原理设问作答，予以阐明，其中的很多内容都记载于《黄帝内经》这部医学著作中。\n\n后世出于对黄帝、岐伯的尊崇，遂将岐黄之术指代中医医术，并认为《黄帝内经》是中医药学理论的渊源、最权威的中医经典著作。
1615	\n\n《黄帝内经》包括《素问》《灵枢》两部分，每部分都有引篇。\n\n素作质解，问即问题，《素问》就是研究人这个物质体的生理病理问题的意思。\n\n《灵枢》的主要内容是研究针刺法的，因此亦称为“针经”。\n\n灵是灵验，枢是机要、枢纽之意，“灵枢”的主要涵义就是必须掌握针刺法的枢机要领才能灵验。 
1616	\n\n相传黄帝时期出现了三位名医，除了雷公和岐伯两人外，名气最大的是俞跗。他的医道非常高明。特别是在外科手术方面很有经验。\n\n据说，他治病一般不用汤药、石针和按摩。而是诊断清楚病因后，除非要做手术时就用刀子划开皮肤，解剖肌肉，结扎。\n\n传说有一次，俞跗在过河时，发现一个掉河里淹死了的女人被几个人打捞出来准备埋葬，俞跗挡住他们询问死者掉进水里多长时间。抬尸体的人说，刚掉进水里，捞上来就断气了。
1617	\n俞跗让他们把尸体放在地上，先是摸了摸死者的脉搏，又看了看死者的眼睛，然后又让人找来一条草绳，把死者双脚捆绑，倒吊在树上。\n\n开始大家都不理解俞跗为什么要这样做。死者刚一吊起，就大口大口地往外吐水，直到不吐时，俞跗才叫人慢慢将死者解下来，仰面朝天放在地上，双手在死者的胸脯上一压一放。\n\n最后他拔掉自己的几根头发，放在死者鼻孔上观察了一阵，发现发丝缓缓地动了动，才放心地对死者家里人说：“她活过来了，抬回家好好调养吧！” 
1618	\n\n在俞跗晚年的时候，黄帝派仓颉、雷公、岐伯三人，用了很长时间，把俞跗的医术整理出来，纂成卷目，然而，还没有来得及公布于众，仓颉就去世了。\n\n后来，俞跗的儿子俞执，把这本书带回来交给父亲修订。不幸全家遭到了大火，房屋、医书和俞跗、俞执全家人，一起化为灰烬。
1619	\n没有穷尽。”戴晋人说：“如果把心神\n\n遨游无尽的境域之中，再返还到四通八\n\n达的各国之间，就感到似有似无的一样\n\n，君王知道这个道理吗？”魏惠王说：\n\n“知道。”戴晋人说：“四通八达的各\n\n国之间有个魏国，魏国之中又有个梁邑\n\n，梁邑之中有个君王。这个君王和蛮氏\n\n相比，有没有分别呢？”魏惠王说：“\n\n
1620	\n\n梁惠王说：“好啊！我听了庖丁的话，学到了养生之道啊。
1621	\n由此观之，帝王的功业，只不过是圣人\n\n余剩的事，不是可以用来保全身形、修\n\n养心性的。如今世俗所说的君子，大多\n\n危害身体、弃置禀性而一味地追逐身外\n\n之物，这难道不可悲吗！大凡圣人有所\n\n动作，必定要仔细地审察他所追求的方\n\n式以及他所行动的原因。如今却有这样\n\n的人，用珍贵的随侯之珠去弹打飞得很\n
1622	\n我就接见他！”屠羊说又说：“按照楚\n\n国的法令，必定有大功的人重赏后方才\n\n能够得到接见的礼遇，现在我的才智不\n\n足以使国家得到保全而勇力又不足以使\n\n敌寇受到歼灭。吴军攻入郢都，我畏惧\n\n危难而躲避敌寇，并不是有心追随大王\n\n在外逃亡。如今大王意欲弃置法令和制\n\n度来接见我，这不是我所希望传闻天下\n
1623	\n子已经破破烂烂，满脸浮肿，手和脚都\n\n磨出了厚厚的老茧。他已经三天没有生\n\n火做饭，十年没有添制新衣，正一正帽\n\n子帽带就会断掉，提一提衣襟臂肘就会\n\n外露，穿一穿鞋子鞋后跟就会裂开。他\n\n还拖着散乱的发带吟咏《商颂》，声音\n\n洪亮充满天地，就像用金属和石料做成\n\n的乐器发出的声响。天子不能把他看作\n
1624	\n中权。我则异于是，无可无不可。”
1625	\n必坏；三年不为乐，乐必崩。旧谷既没\n\n，新谷既升，钻燧改火，期可已矣。”
1626	\n公山氏之之也？”子曰：“夫召我者，\n\n而岂徒哉？如有用我者，吾其为东周\n\n乎！”子张问仁于孔子。孔子曰：“\n\n能行五者于天下为仁矣。”请问之。\n\n曰：“恭、宽、信、敏、惠。恭则不\n\n侮，宽则得众，信则人任焉，敏则有\n\n功，惠则足以使人。”
1627	\n，恶不孙以为勇者，恶讦以为直者。”\n\n子曰：“唯女子与小人为难养也，近之\n\n则不孙，远之则怨。”子曰：“年四十\n\n而见恶焉，其终也已。”
1628	\n》矣乎？人而不为《周南》、《召南》\n\n，其犹正墙面而立也与！”子曰：“礼\n\n云礼云，玉帛云乎哉？乐云乐云，钟鼓\n\n云乎哉？”子曰：“色厉而内荏，譬诸\n\n小人，其犹穿窬之盗也与！”子曰：“\n\n乡原，德之贼也。”
1629	\n\n\n庄子之孝也，其他可能也；其不改父之\n\n臣，与父之政，是难能也。』
1630	\n\n\n\n人之过也，必文。』子夏曰：『君子有\n\n三变：望之俨然，即之也温，听其言也\n\n厉。』
1631	\n没有分别。”戴晋人走后，魏王就不知\n\n所措地如同丢了什么东西似的。 
1632	\n他的话是听不得的。”贤士华子听到公\n\n孙衍和季子的这番话，感到都浅薄，就\n\n对魏惠王说：“花言巧语地说讨伐齐国\n\n的，是昏乱的人；花言巧语地说不要讨\n\n伐齐国的，也是昏乱的人；花言巧语地\n\n说讨伐和不要讨伐都是昏乱的人，也是\n\n昏乱的人。”\n
1633	\n不要再说了。”终于，吴王打消了攻打\n\n楚国的念头。
1634	\n中落到树上的一只蝉的身上，他立刻有\n\n了主意。第二天一大早，这位大臣便来\n\n到王宫的后花园内，他知道每天早朝前\n\n吴王都要到这里散步，所以，他有意等\n\n在这里。过了大约两个时辰，吴王果然\n\n在宫女的陪同下，来到后花园。那位大\n\n臣装着没有看见吴王，眼睛紧盯着一棵\n\n树。\n
1635	\n子哉蘧伯玉！邦有道则仕，邦无道则可\n\n卷而怀之。”子曰：“可与言而不与言\n\n，失人；不可与言而与之言，失言。知\n\n者不失人，亦不失言。”子曰：“志士\n\n仁人，无求生以害仁，有杀身以成仁。\n\n”子贡问为仁。\n
1636	\n来之；既来之，则安之。今由与求也，\n\n相夫子，远人不服，而不能来也；邦分\n\n崩离析，而不能守也；而谋动干戈于邦\n\n内。吾恐季孙之忧，不在颛臾，而在萧\n\n墙之内也。”\n
1637	\n。”子曰：“君子疾没世而名不称焉\n\n。”子曰：“君子求诸己，小人求诸\n\n人。”子曰：“君子矜而不争，群而\n\n不党。”子曰：“君子不以言举人，\n\n不以人废言。”\n
1638	\n政事，乐于从事治理就让他们从事治理\n\n，不趁别人的危难而自取成功，不因别\n\n人地位卑下而自以为高贵，不因遭逢机\n\n遇而图谋私利。如今周人看见殷商政局\n\n动荡就急速夺取统治天下的权力，崇尚\n\n谋略收买臣属，依靠武力保持威慑，宰\n\n牲结盟表示诚信，宣扬德行取悦众人，\n\n凭借征战求取私利，这是用推动祸乱的\n\n
1639	\n办法替代已有的暴政。我听说上古的贤\n\n士，遭逢治世不回避责任，遇上乱世不\n\n苟且偷生。如今天下昏暗，周人如此做\n\n法说明德行已衰败，与其跟周人一起而\n\n使自身受到污辱，不如逃离保持品行的\n\n高洁。”两人向北来到首阳山，终于不\n\n食周粟饿死在那里。像伯夷、叔齐这样\n\n的人，他们对于富贵，假如真有机会得\n
1640	\n到，那也决不去获取。高尚的气节，自\n\n适自乐，而不追逐于世事，这就是二位\n\n贤士的节操。
1641	\n放过我啊！”王子搜并不是讨厌做国君\n\n，而是憎恶做了国君难免会招来杀身的\n\n祸患。像王子搜这样的人，可说是不因\n\n为国君之位而伤害自己生命的了，这必\n\n定就是越人一心想要让他做国君的缘故\n\n。韩国和魏国相互争夺边界上的土地。\n\n华子拜见昭僖侯，昭僖侯正面带忧色。\n\n华子说：“如今让天下所有人都来到你\n\n
1642	\n面前书写铭记，书写的言辞说：‘左手\n\n抓取东西那么右手就砍掉，右手抓取东\n\n西那么左手就砍掉，不过抓取东西的人\n\n一定会拥有天下。’君侯会抓取吗？”\n\n昭僖侯说：“我是不会去抓取的。”
1643	\n陈、蔡之间遭受困厄，七天不能生火做\n\n饭，野菜汤里没有一粒米屑，脸色疲惫\n\n，可是还在屋里不停地弹琴唱歌。颜回\n\n在室外择菜，子路和子贡相互谈论：“\n\n先生两次被赶出鲁国，在卫国遭受铲削\n\n足迹的污辱，在宋国受到砍掉大树的羞\n\n辱，在商、周后裔居住的地方弄得走投\n\n无路。\n
1644	\n舜的为人，本在历山之麓从事农耕却要\n\n结识唐尧并且接受禅让！不仅只是接受\n\n了禅让就到此为止，又想要用那样的丑\n\n行来玷污我。我见到他真是感到羞辱。\n\n”于是跳入名叫清泠的深渊而死去。商\n\n汤打算讨伐夏桀，拿这事跟卞随商量，\n\n卞随说：“这不是我该做的事。”商汤\n\n问：“谁才可以呢？”卞随回答：“我\n
1645	不知道。”商汤又拿这件事跟瞀光商量\n\n，瞀光说：“这不是我该做的事。”商\n\n汤问：“谁才可以呢？”瞀光回答：“\n\n我不知道。”商汤说：“伊尹怎么样？\n\n”瞀光说：“伊尹这个人毅力坚强而且\n\n能够忍受耻辱，至于其他方面我便不知\n\n道了。”商汤于是跟伊尹商量讨伐夏桀\n\n的事，打败桀王之后，商汤又想把天下\n\n让给卞随。\n\n
1646	\n高很高的麻雀，世上的人们一定会笑话\n\n他，这是为什么呢？乃是因为他所使用\n\n的东西实在贵重而所希望得到的东西实\n\n在微不足道。至于说到生命，难道只有\n\n随侯之珠那么珍贵吗！列子生活贫困，\n\n面容常有饥色。有人对郑国的上卿子阳\n\n说起这件事：“列御寇，是一位有道的\n\n人，居住在你治理的国家却是如此贫困\n
1647	\n，你恐怕不喜欢贤达的士人吧？”子阳\n\n立即派官吏送给列子米粟。列子见到派\n\n来的官吏，再三辞谢不接受子阳的赐予\n\n。\n\n
