TabID	Name	Title	Image1	Note1	Image2	Note2	Image3	Note3	Description
122	拜年寻宝		ui\Image\Helper\有缘人.tga	每找到一个新春有缘人可获得“红包”奖励，红包可开出“梅良玉签”，“瑞”等物品。持有“梅良玉签”和“瑞”币，可以在春节节日商人那里购买各种道具。	ui\Image\Helper\兔耳朵.tga	寻宝探秘乃是发家致富的有效手段，根据罗盘的指示可以发掘出诸多宝藏。新春特有的宝箱中还有机会开出图中可爱的兔耳朵哦。			欢欢喜喜大拜年，寻宝奇兵大作战\n      三大主城车夫附近的“陆婉凝”会给予任务需要找到“燕小霞”，侠士按照燕小霞的“祥瑞春联”必定可以找到兔年新春有缘人！新春有缘人一共有33位，分布在世界各地。\n       新年寻宝，可以获得独特的新春宝藏：各种春节特有宝盒，召唤可爱兔子“兔秩秩”的萝卜、更有可参与百万奖金大抽奖活动的物品“玉兔呈祥”。侠士们可先至三大主城活动区的和尚“大师”处了解兔年春节寻宝的详细情况。
123	年兽抽奖		ui\Image\Helper\年兽.tga	砸年兽需配备“小银锤”或“小金锤”，小金锤相比砸年兽陶罐的成功几率会大一些。锤子可在主城活动区的节日商人“马莉颖”和“马莉傲”处购买。	ui\Image\Helper\抽奖.tga	迎新春抽大奖，完成主城活动区“金元宝”给予的任务便可获得图中展示的抽奖资格证明。活动期间，每个服务器都有奖金发放给被抽中的幸运侠士。			      砸年兽规则：砸年兽成功则积分翻倍，失败则积分归零。还可获得各种小彩头。侠士们也可在商人“马莉颖”处购买各种物品来提高成功几率或是减少失败损失积分。\n      积分使用：“叶飘零”处可换取“梅良玉签”，此签是换取各色宝贝的必备之物。\n      “玉兔献瑞”百万金币抽奖活动：春节期间,持有“迎春卡·寻宝”或“迎春卡·年兽”的侠士可寻找洛阳城内的“金元宝”老人参加抽奖活动。当日参与抽奖会注册号码，第二天早七点到第三天早七点为开奖领奖时间，侠士可持日期号码符合的卡券，到金元宝处领奖。
124	烟花彩灯		ui\Image\Helper\烟花彩灯.tga	主城活动区来了一对金童玉女，分别叫做“年华”和“倒影”，他们出售各种彩灯的配方及各种漂亮的烟花，还可将烟花放入彩灯放飞空中哦。	ui\Image\Helper\花灯.tga	放花灯，许心愿，祝来年心想事成。放花灯时别忘了写下一纸“许愿签”哟。许愿签可在年华处购买或是抄录《春节套书》换取。	ui\Image\Helper\年华倒影.tga	金童玉女：“年华”与“倒影”。	
125	特色宠物		ui\Image\Helper\兔秩秩.tga	活动期间，各种兔宝宝等着侠士们来疼爱哦，共有六种兔宝宝供侠士们选择。	ui\Image\Helper\阿甘.tga	兔子阿甘憨厚可爱。不过它可是有时限的哦，大家积极挖宝获取“机关部件”去兑换吧。			新春特色宠物\n      新春期间，为侠士们准备了各色可爱兔宝宝，共有六种形象可以选择哦，还有憨厚的兔子阿甘，有它们的陪伴江湖之路将不再寂寞。千万不要错过哦！\n      新春宠物有多种获取途径：通过挖宝、商店购买都可获得。
126	介绍	新人计划	ui\Image\Helper\带新人盛大.tga						江山代有新人出，风云齐聚会巴蜀\n      新人养成全新开启\n      活动时间：更新维护后—2011年5月16日早7点\n      新人条件：1、活动期间内注册盛大通行证，首个创建并登录的角色。\n      2、活动开启前已注册盛大通行证，但从未登陆过游戏，在活动期内，该账号首个创建并登录的角色。\n      3、活动期间，从未在某一大区建立角色并登录的帐号，也可以在该大区获得新人资格。
127	秘法一		ui\Image\Helper\居魁印.tga	传功10倍修为等你拿，在活动期间给拥有“居魁印”的新侠士传功，传功方和新侠士双方都可以获得10倍修为奖励。	ui\Image\Helper\紫陨.tga	额外【紫陨】奖励，活动期间，拥有“居魁印”的新侠士和其他侠士组队参与战宝迦兰团队秘境（10人/25人），每个首领会额外多掉落1个【紫陨】，全团侠士都可获得。	ui\Image\Helper\剑茗套装商人.tga	一定数量的【紫陨】可以在各个门派的“套装兑换商“处兑换145品紫色剑茗装备。	
128	秘法二		ui\Image\Helper\认定东主.tga	拥有“居魁印”增益效果的侠士，鼠标点击其他侠士人物，再使用鼠标右键点击目标信息，在下拉菜单中选择“认定东主”选项，即可绑定对方为东主。	ui\Image\Helper\崔英.tga	新侠士还可以在三大主城日常任务区找到崔英，接取奖励丰富的日常任务，完成这些日常将会使东主和客卿都获得丰富的奖励。			      活动期间，拥有“居魁印”效果的新侠士，可以和70级的侠士建立“主客关系”。新侠士成为“客卿”，被绑定的侠士成为“东主”。\n      提示：新侠士（客卿）完成在崔英处接取的“侠义”系列日常后，被绑定的老玩家（东主）会收到通过邮件寄出的奖励。同时，老玩家（东主）可以通过协助自己的“客卿”完成“客卿·领取供养”任务，将自身的帮供赠予自己的“客卿”。
129	介绍	清明节活动	ui\Image\Helper\清明.tga						      我朝玄宗皇帝曾诏令天下“寒食上墓”，后因寒食清明先后紧相连，故百姓将之合而为一。近日来大家都在准备祭祀之物，田野道路，士女遍满，皂隶佣丐，皆得父母丘墓。清明时节常有踏青、郊游等活动，侠士们若有兴趣，就赶快参加吧！\n      活动时间：2011.4.1早7点-2011.4.15早7点\n      参与条件：20级及以上侠士。
130	节日任务		ui\Image\Helper\七夕节日大使.tga	侠士们可在节日大使处了解清明习俗及接取任务。\n长安节日大使<L 81>    洛阳节日大使<L 78>\n扬州节日大使<L 84>\n	ui\Image\Helper\清明夏亦.tga	在三大主城活动区的侠士们可找到来自杏花村的小夏亦，可以从他那里接取很多节日任务哦。	ui\Image\Helper\清明活动区.tga	侠士们可在图示位置寻找到小夏亦。	
131	节日奖励		ui\Image\Helper\清明风筝.tga	清明时节正是放纸鸢的好时候，完成小夏亦给予的“谁作轻鸢壮远观”任务，就可获得图中漂亮的纸鸢咯。	ui\Image\Helper\清明戒指一.tga	活动期间，侠士们在寻宝时有几率会遇到凶恶的醉猿，击败它可是有机会获得140品的紫色戒指。	ui\Image\Helper\清明戒指二.tga	需要提醒各位侠士的是，醉猿需要至少三人组队方能进行攻击哦。	
132	节日商贩		ui\Image\Helper\清明乔万山.tga	清明时节雨纷飞，在这多雨的季节，侠士们出门在外一定要注意打伞哦！三大主城活动区的乔万山也准备了各种伞供侠士们购买。	ui\Image\Helper\清明伞一.tga	雪含香--纯白如雪。（伞）	ui\Image\Helper\清明伞二.tga	鹃啼红--艳红如火。（伞）	
133	介绍		ui\Image\Helper\擂台.tga						帮会擂台赛\n      众帮齐聚英雄擂，群侠引动龙虎决。帮会擂台赛，公平的赛制，公平的对决，全凭实力争霸武林。\n      详情请关注官网专题。
135	擂台规则		ui\Image\Helper\擂台赛场.tga	长安和扬州擂台分别为恶人谷和浩气盟的主场。比赛初期系统会向符合参赛条件的帮会的帮主发出信件通知。侠士们凭贴与擂台接引人对话报名。	ui\Image\Helper\帮会擂台界面.tga	擂台赛开始后，侠士们可通过帮会界面的“帮会擂台”按钮来打开擂台界面查看赛事情况。			规则概述：\n      一季擂台赛共分为三个阶段：海选赛、投票赛和决赛。而海选赛为分阵营进行的比赛包括“逐鹿赛”和“争霸赛”。逐鹿赛针对全服前80名的帮会的参赛人员。而争霸赛针对神兵保甲排名前16位的帮会的参赛人员。具有参赛资格的帮会的帮主会收到系统寄出的对应的参赛贴：“逐鹿帖”或“争霸帖”，此帖可交易。\n注意事项：\n      中立帮会、中立人士或是未加入帮会的侠士均无资格参赛。
137	赛季赛程		ui\Image\Helper\擂台赛程表1.tga	整个擂台赛共分为7个，每月第三周周一早7点开始发放比赛资格贴。	ui\Image\Helper\擂台赛程表2.tga	从比赛资格发放到阵营大对决结束为一期擂台赛。图中的第一周，是从每个月的第一个星期一开始计算。			简要说明：\n      资格发放及报名：使用“逐鹿帖”和“争霸帖”分别报名的是：逐鹿入围赛和争霸赛。\n      逐鹿入围赛：“逐鹿帖”拥有数量前32名晋级逐鹿赛（阵营分开计算）。\n      逐鹿赛、争霸赛：浩气盟和恶人谷各4名晋级人气投票赛。共16名。\n      人气投票赛：各自阵营得票前4名晋级。\n      循环积分赛：各自阵营积分排名第一的晋级。\n      阵营大对决：只比赛一场。若双方平局，则计算在循环积分赛中的积分和用时，以此来决定擂主。
138	擂台奖励		ui\Image\Helper\擂台神秘大奖.tga	每月一赛季，决出一名擂主，将获得神秘大奖哦。	ui\Image\Helper\擂台特殊物品商.tga	比赛期间，扬州和长安的擂台附近，将会出现3名限时商人,趣味道具商人“张光祖”、黄牛票商人“梅碧倪”、小吃商人“黄璐”。	ui\Image\Helper\趣味物品.tga	此三位商人只在“逐鹿赛”、“争霸赛”、“循环积分赛”、“阵营大对决”的比赛期间出现。侠士们可前去购买限量商品。	
139	帮会家园		ui\Image\Helper\帮会家园执事.tga	帮会想要获得帮会领地只需帮主在三大主城的帮会区，找到“帮会家园执事玄字玖贰”，花费一定的帮会资金和帮会发展点即可购买帮会领地了。	ui\Image\Helper\天工树管理员.tga	帮会天工树不仅可以加速帮会的发展，还可以增加帮众的各种福利和能力。需要开启天工树就到帮会领地里寻找高九问吧。			帮会家园\n      属于帮众的私人空间，在这里侠士们可以体验到农耕、捕鱼、收获果实的乐趣，而且还要齐心协力保卫自家的菜园。\n      帮会的发展和壮大跟大家的努力都有着莫大的关系，从完成日常的帮会任务中可为帮会增加发展点和帮会资金。
140	介绍		ui\Image\Helper\龙王小怪.tga						血眼含恨吞四海，龙王出渊祸八荒\n      在南诏王的支持下,智慧王利用江湖侠士救出了达摩洞中的血眼龙王。血龙出渊，江湖武林顿时沸沸扬扬，少林寺发下擒龙令，天策府也在四处打探消息。为此智慧王故布疑兵，派出众多天竺僧在各地游荡，以隐藏真实行踪。\n      活动时间：2011.4.15--2011.5.16，每日13:00、14:00、19:00、20:00、21:00、 22:00、23:00、24:00整点。\n      出现位置：将会在洛道，寇岛，枫华谷，金水镇，巴陵县和龙门荒漠的其中三个场景出现。
141	活动内容		ui\Image\Helper\南昆仑精锐.tga	每天的13、14、19、20、21、22、23、24点整点此三个头目将会率领属下出现。侠士们需要在30分钟内赶至出现地点。	ui\Image\Helper\天竺僧营救者头目.tga	他们通常会在洛道，寇岛，枫华谷，金水镇，巴陵县和龙门荒漠中随机三个地方出现。	ui\Image\Helper\恶人谷叛逃者头目.tga	击杀可获得【叛逃者的包裹】，内有高品质蓝色装备。并可获得24本书籍，共为3套。集齐书籍可知许多江湖不为人知的故事及血眼龙王的各种恩怨纠葛。	
142	活动奖励		ui\Image\Helper\龙王活动装备1.tga	从【叛逃者的包裹】中可获得各门派及内功的对应装备，包括：上装、鞋子、护手、腰带及帽子。图为开出的部分装备属性展示。	ui\Image\Helper\龙王活动装备2.tga	从【叛逃者的包裹】中开出的部分装备属性展示。	ui\Image\Helper\龙王活动装备3.tga	各体型装备效果展示。	
144	介绍		ui\Image\Helper\龙王小怪.tga						血眼含恨吞四海，龙王出渊祸八荒\n      在南诏王的支持下,智慧王利用江湖侠士救出了达摩洞中的血眼龙王。血龙出渊，江湖武林顿时沸沸扬扬，少林寺发下擒龙令，天策府也在四处打探消息。为此智慧王故布疑兵，派出众多天竺僧在各地游荡，以隐藏真实行踪。\n      活动时间：即日起--2011.5.16，每日13:00、14:00、19:00、20:00、21:00、 22:00、23:00、24:00整点。\n      出现位置：将会在洛道，寇岛，枫华谷，金水镇，巴陵县和龙门荒漠的其中三个场景出现。
145	活动内容		ui\Image\Helper\南昆仑精锐.tga	每天的13、14、19、20、21、22、23、24点整点此三个头目将会率领属下出现。侠士们需要在30分钟内赶至出现地点。	ui\Image\Helper\天竺僧营救者头目.tga	他们通常会在洛道，寇岛，枫华谷，金水镇，巴陵县和龙门荒漠中随机三个地方出现。	ui\Image\Helper\恶人谷叛逃者头目.tga	击杀可获得【叛逃者的包裹】，内有高品质蓝色装备。并可获得24本书籍，共为3套。集齐书籍可知许多江湖不为人知的故事及血眼龙王的各种恩怨纠葛。	
146	活动奖励		ui\Image\Helper\龙王活动装备1.tga	从【叛逃者的包裹】中可获得各门派及内功的对应装备，包括：上装、鞋子、护手、腰带及帽子。图为开出的部分装备属性展示。	ui\Image\Helper\龙王活动装备2.tga	从【叛逃者的包裹】中开出的部分装备属性展示。	ui\Image\Helper\龙王活动装备3.tga	各体型装备效果展示。	
147	介绍		ui\Image\Helper\龙王.tga						血眼含恨吞四海，龙王出渊祸八荒\n      龙王复出一事在中原闹的沸沸扬扬,在多方打探下终于得知血眼龙王在瞿塘峡现身，群雄便前往瞿塘峡堵截，恶人谷主王遗风更是亲身前往。血眼龙王得到智慧王天竺秘术护持，功体复原，如今四王共同现身，瞿塘峡霎时变得热闹非凡。\n      活动时间：2011.5.1-2011.5.19每晚19点。\n      活动奖励：【遗留的辎重箱】打开可获得高品质蓝色装备，一次可获得5个部件。\n      活动地点：昆仑、南屏山、瞿塘峡。
148	血眼龙王		ui\Image\Helper\血眼龙王.tga	少林寺发下擒龙令，号召群雄追捕血眼龙王。后经天策府打探，终于得知血眼龙王在瞿塘峡现身，群雄便前往瞿塘峡堵截。	ui\Image\Helper\王遗风.tga	恶人谷主王遗风更是亲身前往。血眼龙王得到智慧王天竺秘术护持，功体复原，如今四王共同现身，瞿塘峡霎时变得热闹非凡。			活动规则：\n      5.1-5.19每晚19点，在瞿塘峡，王遗风追击血眼龙王至白帝城，在白帝城中于血眼龙王大战；林欲静在昆仑对战刘溪山、白浩然、王元静；谢渊在南屏山对战陈和尚，柳公子，康雪烛；侠士们可以任意选择一个参加战斗。\n      成功阻截一个地区的首领，该地区都将出现1个【遗留的辎重箱】，箱子只存在20分钟在消失前，任何侠士都可以拾取，可获得高品质的蓝色装备，一次可以获得5个部件哦。3个地区一共会出现3个【遗留的辎重箱】，但每个侠士最多只能拾取其中1个【遗留的辎重箱】。
149	三大恶人		ui\Image\Helper\陈和尚.tga	陈和尚、柳公子及康雪烛反出恶人谷，携带从恶人谷夺取的财宝，欲从南屏山水路逃往南诏。	ui\Image\Helper\康雪烛.tga	在南屏山，浩气盟谢渊和穆玄英，少林玄行大师，七秀坊小七和高绛婷女侠联手对战三大恶人。	ui\Image\Helper\柳公子.tga	战斗结束将有奖励的箱子出现。	
150	昆仑之变		ui\Image\Helper\白浩然.tga	南昆仑月之左使白浩然、刘溪山、王元静等人率南昆仑大举攻打昆仑山。	ui\Image\Helper\王元静.tga	掌门人林欲静、匠石坊主人李文山正率领昆仑门下阻击来敌，昆仑派正值危急存亡之秋。	ui\Image\Helper\刘溪山.tga	战斗结束将有奖励的箱子出现。	
151	介绍		ui\Image\Helper\龙王.tga						血眼含恨吞四海，龙王出渊祸八荒\n      龙王复出一事在中原闹的沸沸扬扬,在多方打探下终于得知血眼龙王在瞿塘峡现身，群雄便前往瞿塘峡堵截，恶人谷主王遗风更是亲身前往。血眼龙王得到智慧王天竺秘术护持，功体复原，如今四王共同现身，瞿塘峡霎时变得热闹非凡。\n      活动时间：即日起-2011.5.19每晚19点。\n      活动奖励：【遗留的辎重箱】打开可获得高品质蓝色装备，一次可获得5个部件。\n      活动地点：昆仑、南屏山、瞿塘峡。
152	 血眼龙王		ui\Image\Helper\血眼龙王.tga	少林寺发下擒龙令，号召群雄追捕血眼龙王。后经天策府打探，终于得知血眼龙王在瞿塘峡现身，群雄便前往瞿塘峡堵截。	ui\Image\Helper\王遗风.tga	恶人谷主王遗风更是亲身前往。血眼龙王得到智慧王天竺秘术护持，功体复原，如今四王共同现身，瞿塘峡霎时变得热闹非凡。恶人谷主王遗风更是亲身前往。血眼龙王得到智慧王天竺秘术护持，功体复原，如今四王共同现身，瞿塘峡霎时变得热闹非凡。			活动规则：\n      5.1-5.19每晚19点，在瞿塘峡，王遗风追击血眼龙王至白帝城，在白帝城中于血眼龙王大战；林欲静在昆仑对战刘溪山、白浩然、王元静；谢渊在南屏山对战陈和尚，柳公子，康雪烛；侠士们可以任意选择一个参加战斗。\n      成功阻截一个地区的首领，该地区都将出现1个【遗留的辎重箱】，箱子只存在20分钟在消失前，任何侠士都可以拾取，可获得高品质的蓝色装备，一次可以获得5个部件哦。3个地区一共会出现3个【遗留的辎重箱】，但每个侠士最多只能拾取其中1个【遗留的辎重箱】。
153	三大恶人		ui\Image\Helper\陈和尚.tga	陈和尚、柳公子及康雪烛反出恶人谷，携带从恶人谷夺取的财宝，欲从南屏山水路逃往南诏。	ui\Image\Helper\康雪烛.tga	在南屏山，浩气盟谢渊和穆玄英，少林玄行大师，七秀坊小七和高绛婷女侠联手对战三大恶人。	ui\Image\Helper\柳公子.tga	战斗结束将有奖励的箱子出现。	
154	昆仑之变		ui\Image\Helper\白浩然.tga	南昆仑月之左使白浩然、刘溪山、王元静等人率南昆仑大举攻打昆仑山。	ui\Image\Helper\王元静.tga	掌门人林欲静、匠石坊主人李文山正率领昆仑门下阻击来敌，昆仑派正值危急存亡之秋。	ui\Image\Helper\刘溪山.tga	战斗结束将有奖励的箱子出现。	
155	加入五毒	恭喜你达到15级，现在你可以选择加入门派了！	ui\Image\Helper\五毒长老.tga	1.通过与新手镇的五毒接引人对话，可以被送至五毒。\n五毒接引人 <L 104>\n需在新手镇才可查看位置。	ui\Image\Helper\五毒入门.tga	2.在五毒找到艾黎，通过考验就可以加入五毒了。\n五毒 艾黎 <L 105>			五毒：\n      五毒武学融合苗疆蛊术与五毒毒术，控虫之术。通过对毒和蛊的神秘运用，以各样奇诡之剧毒攻敌，以蛊术疗伤续命，尽在鼓掌之间，更可操控五种毒虫，圣蝎，玉蟾，灵蛇，风蜈，天蛛，为苗疆不传秘技。
156	五毒骑术		ui\Image\Helper\五毒马商位置.tga	1.你可以在门派里找到马商，花10金的价格购买一匹马。\n五毒马商位置 <L 106>\n	ui\Image\Helper\五毒马商.tga	2.在马商处购得马匹后，按"B"打开背包，右键点击图标来装备马匹。使用"T"便可上马。	ui\Image\Helper\坐骑.tga	3.按"C"打开人物属性界面，在分页里可以看到坐骑界面。\n马匹界面 <P characterPanel/Ride>	
157	介绍		ui\Image\Helper\充啊.tga						充值狂欢季，畅享白鹿坐骑\n      活动时间： 2011.7.26早12点--2011.8.8早7点\n      领取时间：2011.7.26早12点--2011.9.8早7点\n      参与条件：\n      1. 活动期间，玩家对同一区服内的一个账号累计充值大于或等于60元时；\n      2. 所有渠道、所有面值金山一卡通，并包含游戏内交易行购买的通宝充值；\n      3. 奖励限2011年9月8日早7点前领取，该时间点前未领取，视为该玩家自动放弃奖励，未领取的奖励自动取消。
158	充值奖励		ui\Image\Helper\背部挂件猴.tga	【小悟空背部挂件】：20级及以上可使用，永久时限。	ui\Image\Helper\坐骑鹿2.tga	【太白鹿坐骑】：80%跑速，20级及以上可使用，永久时限。			活动内容：\n      1、活动期间， 充值累积达到或超过60元但不足100元时（包含交易行购买通宝兑换时间），可以领取【猴子背部挂件】1个；\n      2、活动期间， 充值达到100元以上（包含交易行购买通宝兑换时间），可以领取【小悟空背部挂件】1个+【太白鹿坐骑】1个（注：若已领取过60元档奖励【小悟空背部挂件】，则此时只可领取【太白鹿坐骑】）。
159	领取NPC		ui\Image\Helper\零零捌位置主城.tga	已参加活动的侠士可在主城或新手镇的黄字零零捌处领取充值奖励。图为该NPC在主城的所在位置。	ui\Image\Helper\零零捌位置新手镇.tga	图为黄字零零捌在新手镇的位置。			注意事项：\n      1.按照不同的充值金额，对应领取奖励；\n      2.同一充值档次的奖励不可重复领取，即使是所充值大区同一账号的不同角色；\n       3.奖励可分散领取到所充值大区同一账号的两个角色上（无需同服）此时需要进行分段充值。首先累计充值60元到100元之间（要保证在100元之下），这时候A角色上线能够领取到【小悟空背部挂件】1个。 再次充值累计达到100元，B角色上线可以领取到【太白鹿坐骑】1个;\n       4.2011.8.8凌晨0点至中午12点之间不能兑换奖励；\n      5.2011年9月8日早7点后将无法领取奖励。
160	介绍		ui\Image\Helper\16级.tga						镇派经脉：\n      江湖故老相传，每一个具有较高名望的大门大派之中，都有着别派中人难以知晓的一些武学秘密。\n      镇派经脉，每个高深的内功练到精深之处时，他们会修习到新的进阶技法和内力运转之术，以打通这些被称为“门派终极秘密”的道路，每个领悟镇派经脉的弟子，多半是各个门派的栋梁之才，他们修为深湛，智慧天纵，在与其他旁门武学或者偷师武技较量之时，会让那些非嫡传弟子感受到这些经脉武学的力量！\n      镇派经脉<P ZhenPaiSkill>
161	修炼条件		ui\Image\Helper\角色等级16级.tga	每位加入门派的侠士等级到达16级时，就可获得镇派经脉点数来修习镇派经脉了。所有侠士只能开启本门派的镇派经脉。（无法开启第二门派的镇派经脉）	ui\Image\Helper\镇派按钮.tga	修习镇派经脉可通过点击系统栏中的镇派经脉按钮或是按H键来打开界面进行修习。			      在侠士16级之前将会在各自门派武学训练师或是掌门人处接到指引任务【镇派经脉】，通过此任务侠士们可初步了解各自门派的镇派经脉。\n      少林玄钟<L 109>\n      天策朱剑秋<L 47>\n      七秀萧白烟<L 45>\n      纯阳卓凤鸣<L 111>\n      万花僧一行<L 44>\n      藏剑叶蒙<L 70>
162	经脉一览		ui\Image\Helper\镇派2系.tga	一个门派的镇派经脉拥有2系。例如天策，拥有斩绝系和封魂系。	ui\Image\Helper\镇派点数.tga	升级到16级时，可获得1点镇派经脉点数，之后每2级可获得1点镇派经脉点。达到80级时，一共可有33点镇派经脉点数。	ui\Image\Helper\镇派经脉界面.tga	镇派经脉界面一览。	
163	投点规则		ui\Image\Helper\镇派26点.tga	侠士只能选择镇派经脉中的一个系进行投点，只有当该系已投入26点时，方可对第二系进行投点。	ui\Image\Helper\镇派投点.tga	镇派经脉中的每一系都具有6层结构，每一层都需要达到一定的要求方能开启。没有点击“学习”前，侠士可以使用鼠标右键点击已投入点数的镇派经脉，用于取消该镇派经脉。			小提示：\n      1、每个镇派经脉可投点数是不一样的，有的可最高投点3点，有的只能投1点，侠士可根据自己的需要进行投点。\n      2、给镇派经脉投点时，必须要点击“学习”后，方能生效。\n      3、没有点击“学习”前，点击“重置”可以将已投入点数的镇派经脉全部遗忘。\n      4、点击“学习”后，镇派经脉学习成功。在测试服中，玩家可以通过九天?逍遥来免费重置镇派经脉。
164	介绍		ui\Image\Helper\巴蜀.tga						群侠义聚争英武 巴蜀从今起风云\n新门派\n五毒教携宠出世 ，七大派逐鹿盛唐江湖\n新场景\n等级突破直达八十，探索六大巴蜀场景\n新秘境\n江湖因你而变，七大秘境内容更丰富\n镇派经脉\n研修镇派经脉，嫡传门人习练独门绝学\n五行石\n打造神兵宝甲，五行石系统隆重登场\n更多内容静待侠士们体验！
165	新门派		ui\Image\Helper\五毒.tga	五毒教是一个历史悠久，非常神秘的组织而五毒武学融合苗疆蛊术与五毒毒术，控虫之术。通过对毒和蛊的神秘运用，以各样奇诡之剧毒攻敌，以蛊术疗伤续命，尽在鼓掌之间，更可操控五种毒虫，圣蝎，玉蟾，灵蛇，风蜈，天蛛，为苗疆不传秘技。	ui\Image\Helper\五毒内功毒经.tga	五毒内功--毒经：苗疆之绝学，五仙教历代传下的用毒之术精粹，毒蛊结合，可运使十数种不同剧毒效果，或毒伤极高，或控制甚强，配合操控毒虫宝宝进攻，可令江湖人士闻风丧胆。	ui\Image\Helper\五毒内功补天诀.tga	五毒内功--补天诀：仙教秘诀，用蛊术强体补身之心诀，蛊到之处，气血充盈，实乃疗伤上佳武学。	
167	货币改造		ui\Image\Helper\属性改造.tga	大部分几率性的“属性值”都转换为新的“属性等级”，其几率算法也统一调整为具有等级衰减性质的算法公式。被调整的旧属性如下：会心值、会心效果、命中值、闪避值、外功防御值、外功破防值、御劲值、招架值、无双值、化劲值。	ui\Image\Helper\货币界面.tga	为了更好的精简与规划货币体系，对大部分货币进行了大幅度调整。			货币调整具体内容：\n1、帮贡及威望：清除数值，并补偿。\n2、紫陨：清除数值并补偿。由侠义值代替。\n3、虎贲佩：清除物品及数值，并补偿。兑换物品移至帮会、阵营商店。\n4、五铢钱：清除物品及数值，并补偿。\n5、监本印文：将直接显示为货币界面的数值。\n6、战阶等级：重新评比战阶等级，需重新获取战阶积分。\n7、侠义值：新增可购买装备的虚拟货币。\n8、江湖名望：清除原数值。完成成就奖励原商店道具、称号；保留江湖阅历数值积累。\n9、可用师徒值：清除原数值，保留师徒系统中的师徒总值的数值积累。
168	新场景入口		ui\Image\Helper\白龙口入口.tga	侠士们进入巴蜀新场景，可通过瞿塘峡通向白龙口的入口进入。白龙口入口位于瞿塘峡万岭滩西南部。浩气盟侠士可在白龙口接取到大量任务。推荐在此场景完成任务升级。	ui\Image\Helper\无量山.tga	或是通过南屏山通向无量山的入口进入。具体位置看参看上图。无量山入口位于南屏山扬子澳南部。恶人谷侠士可在无量山接取到大量任务，推荐在此场景完成任务升级。	ui\Image\Helper\秘境NPC入口.tga	在南屏山，不同阵营的侠士可通过图中位置的NPC传送至无量山的无量宫秘境；而在瞿塘峡侠士们可通过图中位置的NPC传送至白龙口的法王窟秘境。	
169	八重内功		ui\Image\Helper\内功第八重.tga	当门派侠士们等级达到80级时，便可在门派武学训练师处学习到第八重门派内功。可大幅提高自身的气血和内力值。对挑战高级秘境将有很大帮助。图中以天策内功为例。	ui\Image\Helper\武学地图标记.tga	每个门派中都设有多个武学训练师，侠士们可打开大地图，勾选“显示常用NPC标记”选项，便可在地图中查看到训练师的确切位置。	ui\Image\Helper\武学训练师标记.tga	通常武学训练师头顶都会有专属的“武”字标记，非常容易辨认。	
170	五行石		ui\Image\Helper\五行石按钮.tga	点击游戏系统栏中“五行石”按钮可打开五行石和装备精炼界面。如图所示。侠士们可通过精炼五行石或是装备来提升五行石的等级或是装备的属性。\n五行石系统主要包括四个部分：1、五行石精炼；2、装备精炼；3、装备熔嵌；4、装备精炼剥离；	ui\Image\Helper\曾鑫.tga	所有侠士都可以在三大主城的五行石商人“曾鑫”处购买1级的【五行石】，此商人也提供从之前精炼过的装备中剥离“五行石”的服务。\n五行石商人曾鑫<L 119>\n需位于三大主城时方可查看。			五行石系统简述：\n五行石获得途径：1、“曾鑫”处购买；2、击败帮会家园内的“猪九戒”获得；3、击退公共任务第五阶段首领获得；4、通过将已有的部分装备拆解获得绑定的五行石。且拆解装备需要消耗精力；5、击败团队秘境首领获得；\n小贴士：\n1、任何一个五行石都可以被精炼。\n2、五行石、装备精炼失败会返还被精炼的装备与五行石。精炼成功率与放入五行石数量、等级、相生相克有关。\n3、“shift+鼠标右键”可打开装备熔嵌界面。\n更多详情可关注官网专题
171	介绍		ui\Image\Helper\端午.tga						玉粽袭香躬耕忙，畅快成长在端阳\n粽子，又叫“角黍”、“筒粽”，其由来已久，花样繁多。不管是为了纪念逝去的英雄还是对美满生活的希翼，在如此特别的节日，侠士们若愿意亲自制作粽子，定可获益良多。\n活动时间：2011.6.3早7点-2011.6.17早7点。\n参加条件：20级以上的侠士。\n活动地点：四大主城活动区。
172	端午种植		ui\Image\Helper\端午沈正.tga	制作粽子所需的【粽叶】和【黍米】等材料可通过耕种获得。侠士们可在四大主城“沈正”处购买到【花盆】和各种【种子】，【花盆】便于携带，侠士们可随时随地播种。	ui\Image\Helper\端午花盆.tga	侠士们右键点击背包中的【种子】后，便可在【花盆】中进行播种了。使用鼠标右键点击【花盆】，便可在身旁看到花盆，同一时间只能种植一个种子，若【花盆】中已有种植物，则无法再进行耕种。游泳、重伤、交通、战斗状态下不可种植。			种植小贴士：\n1、种植后，种子将会自行生长，但还需侠士们不定时浇水、除虫、除草、施肥等操作。\n2、植物正常的成熟周期为30分钟。\n3、侠士们可根据系统提示来进行操作。\n4、侠士只能对自己或是队友的植物进行浇水、除虫、除草、施肥等操作。\n5、在进行系列操作时，还有机会获得【神秘种子】，在帮会家园内种植可获得【香蕉挂件】。\n6、植物成熟后，侠士们只能收获一次。\n7、可邀请4个队友一起收获，每个队友只能收获一次，每次收获时可获得20%的产物。同时，种植者还可以额外获得10%的奖励。
